"strain","orthofinder_orthogroup","sample","raw_count"
"Psychrobacter","OG0000905","PSY5500B2",1619
"Psychrobacter","OG0000906","PSY5500B2",4584
"Psychrobacter","OG0000907","PSY5500B2",3602
"Psychrobacter","OG0000908","PSY5500B2",364
"Psychrobacter","OG0000909","PSY5500B2",6104
"Psychrobacter","OG0000910","PSY5500B2",1575
"Psychrobacter","OG0000911","PSY5500B2",1208
"Psychrobacter","OG0000912","PSY5500B2",707
"Psychrobacter","OG0000913","PSY5500B2",6455
"Psychrobacter","OG0000914","PSY5500B2",85
"Psychrobacter","OG0000915","PSY5500B2",1983
"Psychrobacter","OG0000916","PSY5500B2",722
"Psychrobacter","OG0000917","PSY5500B2",1080
"Psychrobacter","OG0000918","PSY5500B2",289
"Psychrobacter","OG0000919","PSY5500B2",183
"Psychrobacter","OG0000920","PSY5500B2",2258
"Psychrobacter","OG0000921","PSY5500B2",17
"Psychrobacter","OG0000922","PSY5500B2",190
"Psychrobacter","OG0000923","PSY5500B2",315
"Psychrobacter","OG0000924","PSY5500B2",1018
"Psychrobacter","OG0000925","PSY5500B2",90
"Psychrobacter","OG0000926","PSY5500B2",1730
"Psychrobacter","OG0000927","PSY5500B2",495
"Psychrobacter","OG0000928","PSY5500B2",413
"Psychrobacter","OG0000929","PSY5500B2",1008
"Psychrobacter","OG0000930","PSY5500B2",557
"Psychrobacter","OG0000931","PSY5500B2",800
"Psychrobacter","OG0000932","PSY5500B2",199
"Psychrobacter","OG0000933","PSY5500B2",398
"Psychrobacter","OG0000934","PSY5500B2",666
"Psychrobacter","OG0000935","PSY5500B2",1207
"Psychrobacter","OG0000937","PSY5500B2",12107
"Psychrobacter","OG0000938","PSY5500B2",2345
"Psychrobacter","OG0000939","PSY5500B2",566
"Psychrobacter","OG0000940","PSY5500B2",843
"Psychrobacter","OG0000941","PSY5500B2",1874
"Psychrobacter","OG0000942","PSY5500B2",267
"Psychrobacter","OG0000943","PSY5500B2",703
"Psychrobacter","OG0000944","PSY5500B2",205
"Psychrobacter","OG0000945","PSY5500B2",217
"Psychrobacter","OG0000946","PSY5500B2",506
"Psychrobacter","OG0000947","PSY5500B2",2012
"Psychrobacter","OG0000949","PSY5500B2",2367
"Psychrobacter","OG0000953","PSY5500B2",24
"Psychrobacter","OG0000954","PSY5500B2",15
"Psychrobacter","OG0000955","PSY5500B2",93
"Psychrobacter","OG0000957","PSY5500B2",416
"Psychrobacter","OG0000958","PSY5500B2",3938
"Psychrobacter","OG0000959","PSY5500B2",226
"Psychrobacter","OG0000960","PSY5500B2",13974
"Psychrobacter","OG0000961","PSY5500B2",752
"Psychrobacter","OG0000962","PSY5500B2",28
"Psychrobacter","OG0000963","PSY5500B2",624
"Psychrobacter","OG0000964","PSY5500B2",6055
"Psychrobacter","OG0000965","PSY5500B2",9499
"Psychrobacter","OG0000966","PSY5500B2",1015
"Psychrobacter","OG0000969","PSY5500B2",1637
"Psychrobacter","OG0000972","PSY5500B2",3151
"Psychrobacter","OG0000973","PSY5500B2",6817
"Psychrobacter","OG0000974","PSY5500B2",177
"Psychrobacter","OG0000975","PSY5500B2",1638
"Psychrobacter","OG0000976","PSY5500B2",57
"Psychrobacter","OG0000977","PSY5500B2",106
"Psychrobacter","OG0000978","PSY5500B2",577
"Psychrobacter","OG0000980","PSY5500B2",8095
"Psychrobacter","OG0000981","PSY5500B2",724
"Psychrobacter","OG0000982","PSY5500B2",435
"Psychrobacter","OG0000983","PSY5500B2",142
"Psychrobacter","OG0000984","PSY5500B2",1118
"Psychrobacter","OG0000985","PSY5500B2",35171
"Psychrobacter","OG0000986","PSY5500B2",22
"Psychrobacter","OG0000987","PSY5500B2",201
"Psychrobacter","OG0000988","PSY5500B2",2660
"Psychrobacter","OG0000989","PSY5500B2",4888
"Psychrobacter","OG0000990","PSY5500B2",155
"Psychrobacter","OG0000991","PSY5500B2",152
"Psychrobacter","OG0000992","PSY5500B2",1143
"Psychrobacter","OG0000993","PSY5500B2",39
"Psychrobacter","OG0000995","PSY5500B2",26
"Psychrobacter","OG0000996","PSY5500B2",850
"Psychrobacter","OG0001014","PSY5500B2",156
"Psychrobacter","OG0001015","PSY5500B2",682
"Psychrobacter","OG0001016","PSY5500B2",304
"Psychrobacter","OG0001023","PSY5500B2",262
"Psychrobacter","OG0001024","PSY5500B2",430
"Psychrobacter","OG0001027","PSY5500B2",400
"Psychrobacter","OG0001028","PSY5500B2",3045
"Psychrobacter","OG0001029","PSY5500B2",711
"Psychrobacter","OG0001030","PSY5500B2",714
"Psychrobacter","OG0001032","PSY5500B2",559
"Psychrobacter","OG0001035","PSY5500B2",3881
"Psychrobacter","OG0001036","PSY5500B2",339
"Psychrobacter","OG0001038","PSY5500B2",583
"Psychrobacter","OG0001039","PSY5500B2",26
"Psychrobacter","OG0001040","PSY5500B2",172
"Psychrobacter","OG0001041","PSY5500B2",40
"Psychrobacter","OG0001042","PSY5500B2",320
"Psychrobacter","OG0001043","PSY5500B2",174
"Psychrobacter","OG0001044","PSY5500B2",605
"Psychrobacter","OG0001047","PSY5500B2",411
"Psychrobacter","OG0001048","PSY5500B2",1535
"Psychrobacter","OG0001049","PSY5500B2",63
"Psychrobacter","OG0001050","PSY5500B2",599
"Psychrobacter","OG0001052","PSY5500B2",238
"Psychrobacter","OG0001053","PSY5500B2",1875
"Psychrobacter","OG0001055","PSY5500B2",59
"Psychrobacter","OG0001057","PSY5500B2",259
"Psychrobacter","OG0001058","PSY5500B2",551
"Psychrobacter","OG0001060","PSY5500B2",654
"Psychrobacter","OG0001062","PSY5500B2",429
"Psychrobacter","OG0001075","PSY5500B2",192
"Psychrobacter","OG0001076","PSY5500B2",665
"Psychrobacter","OG0001077","PSY5500B2",124
"Psychrobacter","OG0001078","PSY5500B2",93
"Psychrobacter","OG0001080","PSY5500B2",814
"Psychrobacter","OG0001081","PSY5500B2",1707
"Psychrobacter","OG0001082","PSY5500B2",184
"Psychrobacter","OG0001083","PSY5500B2",140
"Psychrobacter","OG0001084","PSY5500B2",705
"Psychrobacter","OG0001087","PSY5500B2",498
"Psychrobacter","OG0001088","PSY5500B2",185
"Psychrobacter","OG0001089","PSY5500B2",675
"Psychrobacter","OG0001090","PSY5500B2",47
"Psychrobacter","OG0001092","PSY5500B2",83
"Psychrobacter","OG0001093","PSY5500B2",2105
"Psychrobacter","OG0001094","PSY5500B2",365
"Psychrobacter","OG0001098","PSY5500B2",123
"Psychrobacter","OG0001099","PSY5500B2",15
"Psychrobacter","OG0001102","PSY5500B2",415
"Psychrobacter","OG0001103","PSY5500B2",1306
"Psychrobacter","OG0001104","PSY5500B2",193
"Psychrobacter","OG0001105","PSY5500B2",406
"Psychrobacter","OG0001106","PSY5500B2",396
"Psychrobacter","OG0001107","PSY5500B2",731
"Psychrobacter","OG0001108","PSY5500B2",151
"Psychrobacter","OG0001109","PSY5500B2",268
"Psychrobacter","OG0001114","PSY5500B2",728
"Psychrobacter","OG0001115","PSY5500B2",251
"Psychrobacter","OG0001118","PSY5500B2",597
"Psychrobacter","OG0001119","PSY5500B2",489
"Psychrobacter","OG0001120","PSY5500B2",1156
"Psychrobacter","OG0001124","PSY5500B2",280
"Psychrobacter","OG0001126","PSY5500B2",3244
"Psychrobacter","OG0001127","PSY5500B2",542
"Psychrobacter","OG0001128","PSY5500B2",77
"Psychrobacter","OG0001129","PSY5500B2",4099
"Psychrobacter","OG0001130","PSY5500B2",1328
"Psychrobacter","OG0001132","PSY5500B2",1548
"Psychrobacter","OG0001133","PSY5500B2",126
"Psychrobacter","OG0001135","PSY5500B2",950
"Psychrobacter","OG0001136","PSY5500B2",541
"Psychrobacter","OG0001137","PSY5500B2",570
"Psychrobacter","OG0001138","PSY5500B2",610
"Psychrobacter","OG0001139","PSY5500B2",238
"Psychrobacter","OG0001140","PSY5500B2",595
"Psychrobacter","OG0001141","PSY5500B2",604
"Psychrobacter","OG0001144","PSY5500B2",337
"Psychrobacter","OG0001145","PSY5500B2",36
"Psychrobacter","OG0001146","PSY5500B2",285
"Psychrobacter","OG0001148","PSY5500B2",212
"Psychrobacter","OG0001150","PSY5500B2",120
"Psychrobacter","OG0001151","PSY5500B2",314
"Psychrobacter","OG0001152","PSY5500B2",255
"Psychrobacter","OG0001153","PSY5500B2",529
"Psychrobacter","OG0001154","PSY5500B2",2848
"Psychrobacter","OG0001155","PSY5500B2",842
"Psychrobacter","OG0001156","PSY5500B2",131
"Psychrobacter","OG0001159","PSY5500B2",41
"Psychrobacter","OG0001161","PSY5500B2",264
"Psychrobacter","OG0001164","PSY5500B2",2569
"Psychrobacter","OG0001165","PSY5500B2",13
"Psychrobacter","OG0001166","PSY5500B2",634
"Psychrobacter","OG0001167","PSY5500B2",4728
"Psychrobacter","OG0001168","PSY5500B2",193
"Psychrobacter","OG0001169","PSY5500B2",123
"Psychrobacter","OG0001172","PSY5500B2",556
"Psychrobacter","OG0001173","PSY5500B2",186
"Psychrobacter","OG0001174","PSY5500B2",236
"Psychrobacter","OG0001176","PSY5500B2",1360
"Psychrobacter","OG0001177","PSY5500B2",2209
"Psychrobacter","OG0001178","PSY5500B2",532
"Psychrobacter","OG0001180","PSY5500B2",128
"Psychrobacter","OG0001183","PSY5500B2",1020
"Psychrobacter","OG0001186","PSY5500B2",18
"Psychrobacter","OG0001188","PSY5500B2",269
"Psychrobacter","OG0001189","PSY5500B2",319
"Psychrobacter","OG0001190","PSY5500B2",289
"Psychrobacter","OG0001192","PSY5500B2",2017
"Psychrobacter","OG0001194","PSY5500B2",6489
"Psychrobacter","OG0001195","PSY5500B2",5205
"Psychrobacter","OG0001196","PSY5500B2",1877
"Psychrobacter","OG0001197","PSY5500B2",1772
"Psychrobacter","OG0001198","PSY5500B2",1598
"Psychrobacter","OG0001206","PSY5500B2",2683
"Psychrobacter","OG0001207","PSY5500B2",172
"Psychrobacter","OG0001212","PSY5500B2",2633
"Psychrobacter","OG0001214","PSY5500B2",975
"Psychrobacter","OG0001215","PSY5500B2",3037
"Psychrobacter","OG0001216","PSY5500B2",93
"Psychrobacter","OG0001217","PSY5500B2",1627
"Psychrobacter","OG0001220","PSY5500B2",8222
"Psychrobacter","OG0001224","PSY5500B2",362
"Psychrobacter","OG0001225","PSY5500B2",2326
"Psychrobacter","OG0001226","PSY5500B2",39
"Psychrobacter","OG0001227","PSY5500B2",1380
"Psychrobacter","OG0001228","PSY5500B2",36
"Psychrobacter","OG0001229","PSY5500B2",577
"Psychrobacter","OG0001230","PSY5500B2",340
"Psychrobacter","OG0001231","PSY5500B2",1818
"Psychrobacter","OG0001232","PSY5500B2",415
"Psychrobacter","OG0001233","PSY5500B2",224
"Psychrobacter","OG0001234","PSY5500B2",457
"Psychrobacter","OG0001235","PSY5500B2",119
"Psychrobacter","OG0001236","PSY5500B2",489
"Psychrobacter","OG0001241","PSY5500B2",609
"Psychrobacter","OG0001242","PSY5500B2",406
"Psychrobacter","OG0001243","PSY5500B2",958
"Psychrobacter","OG0001244","PSY5500B2",870
"Psychrobacter","OG0001245","PSY5500B2",647
"Psychrobacter","OG0001246","PSY5500B2",1312
"Psychrobacter","OG0001247","PSY5500B2",2164
"Psychrobacter","OG0001248","PSY5500B2",738
"Psychrobacter","OG0001249","PSY5500B2",201
"Psychrobacter","OG0001250","PSY5500B2",681
"Psychrobacter","OG0001251","PSY5500B2",2175
"Psychrobacter","OG0001252","PSY5500B2",1234
"Psychrobacter","OG0001253","PSY5500B2",3830
"Psychrobacter","OG0001254","PSY5500B2",1366
"Psychrobacter","OG0001255","PSY5500B2",954
"Psychrobacter","OG0001256","PSY5500B2",1332
"Psychrobacter","OG0001257","PSY5500B2",194
"Psychrobacter","OG0001258","PSY5500B2",326
"Psychrobacter","OG0001259","PSY5500B2",296
"Psychrobacter","OG0001260","PSY5500B2",1635
"Psychrobacter","OG0001261","PSY5500B2",911
"Psychrobacter","OG0001262","PSY5500B2",126
"Psychrobacter","OG0001263","PSY5500B2",336
"Psychrobacter","OG0001265","PSY5500B2",39
"Psychrobacter","OG0001266","PSY5500B2",2093
"Psychrobacter","OG0001272","PSY5500B2",1117
"Psychrobacter","OG0001273","PSY5500B2",2847
"Psychrobacter","OG0001277","PSY5500B2",15418
"Psychrobacter","OG0001278","PSY5500B2",6202
"Psychrobacter","OG0001279","PSY5500B2",263
"Psychrobacter","OG0001280","PSY5500B2",19556
"Psychrobacter","OG0001281","PSY5500B2",10762
"Psychrobacter","OG0001282","PSY5500B2",16
"Psychrobacter","OG0001283","PSY5500B2",18
"Psychrobacter","OG0001284","PSY5500B2",592
"Psychrobacter","OG0001287","PSY5500B2",316
"Psychrobacter","OG0001288","PSY5500B2",503
"Psychrobacter","OG0001289","PSY5500B2",379
"Psychrobacter","OG0001290","PSY5500B2",3099
"Psychrobacter","OG0001291","PSY5500B2",15
"Psychrobacter","OG0001292","PSY5500B2",847
"Psychrobacter","OG0001293","PSY5500B2",7201
"Psychrobacter","OG0001294","PSY5500B2",2311
"Psychrobacter","OG0001295","PSY5500B2",2224
"Psychrobacter","OG0001296","PSY5500B2",90
"Psychrobacter","OG0001297","PSY5500B2",751
"Psychrobacter","OG0001298","PSY5500B2",782
"Psychrobacter","OG0001299","PSY5500B2",278
"Psychrobacter","OG0001300","PSY5500B2",214
"Psychrobacter","OG0001301","PSY5500B2",384
"Psychrobacter","OG0001302","PSY5500B2",296
"Psychrobacter","OG0001303","PSY5500B2",1870
"Psychrobacter","OG0001304","PSY5500B2",1402
"Psychrobacter","OG0001305","PSY5500B2",1489
"Psychrobacter","OG0001306","PSY5500B2",523
"Psychrobacter","OG0001307","PSY5500B2",529
"Psychrobacter","OG0001308","PSY5500B2",181
"Psychrobacter","OG0001309","PSY5500B2",129
"Psychrobacter","OG0001310","PSY5500B2",92
"Psychrobacter","OG0001311","PSY5500B2",1671
"Psychrobacter","OG0001312","PSY5500B2",179
"Psychrobacter","OG0001313","PSY5500B2",292
"Psychrobacter","OG0001314","PSY5500B2",127
"Psychrobacter","OG0001315","PSY5500B2",953
"Psychrobacter","OG0001316","PSY5500B2",280
"Psychrobacter","OG0001317","PSY5500B2",949
"Psychrobacter","OG0001318","PSY5500B2",2143
"Psychrobacter","OG0001319","PSY5500B2",4575
"Psychrobacter","OG0001320","PSY5500B2",12491
"Psychrobacter","OG0001321","PSY5500B2",4330
"Psychrobacter","OG0001322","PSY5500B2",660
"Psychrobacter","OG0001323","PSY5500B2",204
"Psychrobacter","OG0001324","PSY5500B2",713
"Psychrobacter","OG0001325","PSY5500B2",96
"Psychrobacter","OG0001326","PSY5500B2",1191
"Psychrobacter","OG0001327","PSY5500B2",472
"Psychrobacter","OG0001328","PSY5500B2",337
"Psychrobacter","OG0001329","PSY5500B2",125
"Psychrobacter","OG0001331","PSY5500B2",238
"Psychrobacter","OG0001332","PSY5500B2",285
"Psychrobacter","OG0001334","PSY5500B2",224
"Psychrobacter","OG0001335","PSY5500B2",377
"Psychrobacter","OG0001336","PSY5500B2",612
"Psychrobacter","OG0001337","PSY5500B2",75
"Psychrobacter","OG0001338","PSY5500B2",190
"Psychrobacter","OG0001340","PSY5500B2",3117
"Psychrobacter","OG0001341","PSY5500B2",455
"Psychrobacter","OG0001343","PSY5500B2",323
"Psychrobacter","OG0001344","PSY5500B2",73
"Psychrobacter","OG0001345","PSY5500B2",274
"Psychrobacter","OG0001348","PSY5500B2",1972
"Psychrobacter","OG0001349","PSY5500B2",613
"Psychrobacter","OG0001350","PSY5500B2",778
"Psychrobacter","OG0001351","PSY5500B2",745
"Psychrobacter","OG0001352","PSY5500B2",2350
"Psychrobacter","OG0001353","PSY5500B2",182
"Psychrobacter","OG0001354","PSY5500B2",6057
"Psychrobacter","OG0001355","PSY5500B2",12
"Psychrobacter","OG0001356","PSY5500B2",119
"Psychrobacter","OG0001357","PSY5500B2",85
"Psychrobacter","OG0001359","PSY5500B2",865
"Psychrobacter","OG0001360","PSY5500B2",301
"Psychrobacter","OG0001361","PSY5500B2",85
"Psychrobacter","OG0001362","PSY5500B2",205
"Psychrobacter","OG0001363","PSY5500B2",134
"Psychrobacter","OG0001364","PSY5500B2",868
"Psychrobacter","OG0001365","PSY5500B2",185
"Psychrobacter","OG0001368","PSY5500B2",433
"Psychrobacter","OG0001369","PSY5500B2",332
"Psychrobacter","OG0001370","PSY5500B2",242
"Psychrobacter","OG0001371","PSY5500B2",808
"Psychrobacter","OG0001372","PSY5500B2",504
"Psychrobacter","OG0001373","PSY5500B2",837
"Psychrobacter","OG0001374","PSY5500B2",787
"Psychrobacter","OG0001375","PSY5500B2",636
"Psychrobacter","OG0001376","PSY5500B2",149
"Psychrobacter","OG0001377","PSY5500B2",431
"Psychrobacter","OG0001378","PSY5500B2",219
"Psychrobacter","OG0001379","PSY5500B2",246
"Psychrobacter","OG0001380","PSY5500B2",346
"Psychrobacter","OG0001381","PSY5500B2",749
"Psychrobacter","OG0001382","PSY5500B2",1955
"Psychrobacter","OG0001383","PSY5500B2",82
"Psychrobacter","OG0001384","PSY5500B2",239
"Psychrobacter","OG0001385","PSY5500B2",858
"Psychrobacter","OG0001386","PSY5500B2",12081
"Psychrobacter","OG0001387","PSY5500B2",301
"Psychrobacter","OG0001388","PSY5500B2",11730
"Psychrobacter","OG0001389","PSY5500B2",10365
"Psychrobacter","OG0001390","PSY5500B2",225
"Psychrobacter","OG0001392","PSY5500B2",346
"Psychrobacter","OG0001393","PSY5500B2",218
"Psychrobacter","OG0001394","PSY5500B2",1229
"Psychrobacter","OG0001395","PSY5500B2",324
"Psychrobacter","OG0001396","PSY5500B2",355
"Psychrobacter","OG0001397","PSY5500B2",73
"Psychrobacter","OG0001398","PSY5500B2",645
"Psychrobacter","OG0001399","PSY5500B2",1447
"Psychrobacter","OG0001400","PSY5500B2",325
"Psychrobacter","OG0001401","PSY5500B2",737
"Psychrobacter","OG0001402","PSY5500B2",293
"Psychrobacter","OG0001403","PSY5500B2",1509
"Psychrobacter","OG0001404","PSY5500B2",550
"Psychrobacter","OG0001405","PSY5500B2",6722
"Psychrobacter","OG0001406","PSY5500B2",7429
"Psychrobacter","OG0001407","PSY5500B2",208
"Psychrobacter","OG0001408","PSY5500B2",708
"Psychrobacter","OG0001409","PSY5500B2",730
"Psychrobacter","OG0001410","PSY5500B2",2896
"Psychrobacter","OG0001411","PSY5500B2",2194
"Psychrobacter","OG0001412","PSY5500B2",499
"Psychrobacter","OG0001413","PSY5500B2",283
"Psychrobacter","OG0001414","PSY5500B2",392
"Psychrobacter","OG0001415","PSY5500B2",366
"Psychrobacter","OG0001416","PSY5500B2",832
"Psychrobacter","OG0001417","PSY5500B2",603
"Psychrobacter","OG0001418","PSY5500B2",552
"Psychrobacter","OG0001419","PSY5500B2",60
"Psychrobacter","OG0001420","PSY5500B2",1271
"Psychrobacter","OG0001421","PSY5500B2",50
"Psychrobacter","OG0001422","PSY5500B2",1207
"Psychrobacter","OG0001423","PSY5500B2",762
"Psychrobacter","OG0001424","PSY5500B2",1300
"Psychrobacter","OG0001425","PSY5500B2",360
"Psychrobacter","OG0001426","PSY5500B2",265
"Psychrobacter","OG0001427","PSY5500B2",2160
"Psychrobacter","OG0001428","PSY5500B2",268
"Psychrobacter","OG0001429","PSY5500B2",2160
"Psychrobacter","OG0001430","PSY5500B2",1130
"Psychrobacter","OG0001431","PSY5500B2",362
"Psychrobacter","OG0001432","PSY5500B2",1905
"Psychrobacter","OG0001433","PSY5500B2",2326
"Psychrobacter","OG0001434","PSY5500B2",1441
"Psychrobacter","OG0001435","PSY5500B2",668
"Psychrobacter","OG0001436","PSY5500B2",4770
"Psychrobacter","OG0001437","PSY5500B2",342
"Psychrobacter","OG0001438","PSY5500B2",1709
"Psychrobacter","OG0001439","PSY5500B2",421
"Psychrobacter","OG0001440","PSY5500B2",140
"Psychrobacter","OG0001441","PSY5500B2",1037
"Psychrobacter","OG0001442","PSY5500B2",3693
"Psychrobacter","OG0001443","PSY5500B2",2581
"Psychrobacter","OG0001446","PSY5500B2",114
"Psychrobacter","OG0001447","PSY5500B2",648
"Psychrobacter","OG0001448","PSY5500B2",789
"Psychrobacter","OG0001449","PSY5500B2",1241
"Psychrobacter","OG0001450","PSY5500B2",226
"Psychrobacter","OG0001451","PSY5500B2",1836
"Psychrobacter","OG0001452","PSY5500B2",466
"Psychrobacter","OG0001453","PSY5500B2",675
"Psychrobacter","OG0001454","PSY5500B2",86
"Psychrobacter","OG0001455","PSY5500B2",66
"Psychrobacter","OG0001456","PSY5500B2",172
"Psychrobacter","OG0001457","PSY5500B2",620
"Psychrobacter","OG0001458","PSY5500B2",832
"Psychrobacter","OG0001459","PSY5500B2",61
"Psychrobacter","OG0001460","PSY5500B2",636
"Psychrobacter","OG0001461","PSY5500B2",175
"Psychrobacter","OG0001462","PSY5500B2",1167
"Psychrobacter","OG0001463","PSY5500B2",1268
"Psychrobacter","OG0001464","PSY5500B2",599
"Psychrobacter","OG0001465","PSY5500B2",156
"Psychrobacter","OG0001466","PSY5500B2",139
"Psychrobacter","OG0001467","PSY5500B2",444
"Psychrobacter","OG0001468","PSY5500B2",150
"Psychrobacter","OG0001469","PSY5500B2",289
"Psychrobacter","OG0001497","PSY5500B2",488
"Psychrobacter","OG0001499","PSY5500B2",507
"Psychrobacter","OG0001500","PSY5500B2",402
"Psychrobacter","OG0001504","PSY5500B2",1536
"Psychrobacter","OG0001505","PSY5500B2",693
"Psychrobacter","OG0001518","PSY5500B2",463
"Psychrobacter","OG0001519","PSY5500B2",1329
"Psychrobacter","OG0001522","PSY5500B2",548
"Psychrobacter","OG0001529","PSY5500B2",40
"Psychrobacter","OG0001535","PSY5500B2",158
"Psychrobacter","OG0001540","PSY5500B2",1030
"Psychrobacter","OG0001553","PSY5500B2",101
"Psychrobacter","OG0001554","PSY5500B2",950
"Psychrobacter","OG0001577","PSY5500B2",411
"Psychrobacter","OG0001579","PSY5500B2",216
"Psychrobacter","OG0001581","PSY5500B2",445
"Psychrobacter","OG0001582","PSY5500B2",30
"Psychrobacter","OG0001594","PSY5500B2",79
"Psychrobacter","OG0001595","PSY5500B2",943
"Psychrobacter","OG0001597","PSY5500B2",61
"Psychrobacter","OG0001603","PSY5500B2",439
"Psychrobacter","OG0001604","PSY5500B2",1389
"Psychrobacter","OG0001610","PSY5500B2",8
"Psychrobacter","OG0001612","PSY5500B2",163
"Psychrobacter","OG0001613","PSY5500B2",1672
"Psychrobacter","OG0001633","PSY5500B2",168
"Psychrobacter","OG0001642","PSY5500B2",358
"Psychrobacter","OG0001650","PSY5500B2",1233
"Psychrobacter","OG0001659","PSY5500B2",470
"Psychrobacter","OG0001662","PSY5500B2",433
"Psychrobacter","OG0001672","PSY5500B2",255
"Psychrobacter","OG0001673","PSY5500B2",229
"Psychrobacter","OG0001674","PSY5500B2",75
"Psychrobacter","OG0001676","PSY5500B2",100
"Psychrobacter","OG0001718","PSY5500B2",415
"Psychrobacter","OG0001719","PSY5500B2",138
"Psychrobacter","OG0001729","PSY5500B2",19
"Psychrobacter","OG0001739","PSY5500B2",86
"Psychrobacter","OG0001747","PSY5500B2",314
"Psychrobacter","OG0001749","PSY5500B2",225
"Psychrobacter","OG0001757","PSY5500B2",1924
"Psychrobacter","OG0001759","PSY5500B2",231
"Psychrobacter","OG0001760","PSY5500B2",262
"Psychrobacter","OG0001762","PSY5500B2",75
"Psychrobacter","OG0001764","PSY5500B2",405
"Psychrobacter","OG0001771","PSY5500B2",78
"Psychrobacter","OG0001773","PSY5500B2",786
"Psychrobacter","OG0001774","PSY5500B2",180
"Psychrobacter","OG0001775","PSY5500B2",233
"Psychrobacter","OG0001776","PSY5500B2",238
"Psychrobacter","OG0001778","PSY5500B2",72
"Psychrobacter","OG0001781","PSY5500B2",359
"Psychrobacter","OG0001782","PSY5500B2",2431
"Psychrobacter","OG0001787","PSY5500B2",349
"Psychrobacter","OG0001788","PSY5500B2",96
"Psychrobacter","OG0001789","PSY5500B2",22
"Psychrobacter","OG0001797","PSY5500B2",886
"Psychrobacter","OG0001798","PSY5500B2",701
"Psychrobacter","OG0001799","PSY5500B2",652
"Psychrobacter","OG0001803","PSY5500B2",473
"Psychrobacter","OG0001804","PSY5500B2",220
"Psychrobacter","OG0001805","PSY5500B2",2026
"Psychrobacter","OG0001809","PSY5500B2",23
"Psychrobacter","OG0001810","PSY5500B2",879
"Psychrobacter","OG0001811","PSY5500B2",4443
"Psychrobacter","OG0001812","PSY5500B2",35
"Psychrobacter","OG0001813","PSY5500B2",348
"Psychrobacter","OG0001815","PSY5500B2",402
"Psychrobacter","OG0001817","PSY5500B2",607
"Psychrobacter","OG0001818","PSY5500B2",2221
"Psychrobacter","OG0001819","PSY5500B2",339
"Psychrobacter","OG0001820","PSY5500B2",0
"Psychrobacter","OG0001824","PSY5500B2",112
"Psychrobacter","OG0001825","PSY5500B2",60
"Psychrobacter","OG0001826","PSY5500B2",11
"Psychrobacter","OG0001828","PSY5500B2",924
"Psychrobacter","OG0001829","PSY5500B2",315
"Psychrobacter","OG0001830","PSY5500B2",1207
"Psychrobacter","OG0001833","PSY5500B2",718
"Psychrobacter","OG0001834","PSY5500B2",86
"Psychrobacter","OG0001840","PSY5500B2",55
"Psychrobacter","OG0001848","PSY5500B2",769
"Psychrobacter","OG0001849","PSY5500B2",455
"Psychrobacter","OG0001850","PSY5500B2",398
"Psychrobacter","OG0001853","PSY5500B2",309
"Psychrobacter","OG0001854","PSY5500B2",6759
"Psychrobacter","OG0001855","PSY5500B2",402
"Psychrobacter","OG0001857","PSY5500B2",1325
"Psychrobacter","OG0001858","PSY5500B2",6965
"Psychrobacter","OG0001860","PSY5500B2",654
"Psychrobacter","OG0001862","PSY5500B2",928
"Psychrobacter","OG0001863","PSY5500B2",375
"Psychrobacter","OG0001864","PSY5500B2",277
"Psychrobacter","OG0001866","PSY5500B2",141
"Psychrobacter","OG0001867","PSY5500B2",104
"Psychrobacter","OG0001868","PSY5500B2",46
"Psychrobacter","OG0001869","PSY5500B2",31
"Psychrobacter","OG0001870","PSY5500B2",102
"Psychrobacter","OG0001872","PSY5500B2",496
"Psychrobacter","OG0001878","PSY5500B2",1623
"Psychrobacter","OG0001879","PSY5500B2",435
"Psychrobacter","OG0001886","PSY5500B2",2057
"Psychrobacter","OG0001888","PSY5500B2",281
"Psychrobacter","OG0001889","PSY5500B2",232
"Psychrobacter","OG0001890","PSY5500B2",1845
"Psychrobacter","OG0001891","PSY5500B2",350
"Psychrobacter","OG0001892","PSY5500B2",17
"Psychrobacter","OG0001893","PSY5500B2",80
"Psychrobacter","OG0001894","PSY5500B2",249
"Psychrobacter","OG0001897","PSY5500B2",221
"Psychrobacter","OG0001900","PSY5500B2",679
"Psychrobacter","OG0001901","PSY5500B2",125
"Psychrobacter","OG0001902","PSY5500B2",824
"Psychrobacter","OG0001904","PSY5500B2",1922
"Psychrobacter","OG0001907","PSY5500B2",220
"Psychrobacter","OG0001908","PSY5500B2",15596
"Psychrobacter","OG0001909","PSY5500B2",8269
"Psychrobacter","OG0001910","PSY5500B2",244
"Psychrobacter","OG0001911","PSY5500B2",873
"Psychrobacter","OG0001912","PSY5500B2",70
"Psychrobacter","OG0001913","PSY5500B2",111
"Psychrobacter","OG0001914","PSY5500B2",384
"Psychrobacter","OG0001916","PSY5500B2",419
"Psychrobacter","OG0001917","PSY5500B2",146
"Psychrobacter","OG0001918","PSY5500B2",581
"Psychrobacter","OG0001919","PSY5500B2",115
"Psychrobacter","OG0001920","PSY5500B2",189
"Psychrobacter","OG0001922","PSY5500B2",1172
"Psychrobacter","OG0001926","PSY5500B2",173
"Psychrobacter","OG0001928","PSY5500B2",61
"Psychrobacter","OG0001930","PSY5500B2",41
"Psychrobacter","OG0001931","PSY5500B2",188
"Psychrobacter","OG0001932","PSY5500B2",101
