"strain","orthofinder_orthogroup","sample","raw_count"
"Halomonas","OG0000720","D55MPa1",3448
"Halomonas","OG0000721","D55MPa1",483
"Halomonas","OG0000722","D55MPa1",1702
"Halomonas","OG0000723","D55MPa1",228
"Halomonas","OG0000724","D55MPa1",597
"Halomonas","OG0000725","D55MPa1",7
"Halomonas","OG0000726","D55MPa1",579
"Halomonas","OG0000727","D55MPa1",642
"Halomonas","OG0000728","D55MPa1",1983
"Halomonas","OG0000729","D55MPa1",129
"Halomonas","OG0000730","D55MPa1",1899
"Halomonas","OG0000731","D55MPa1",54
"Halomonas","OG0000732","D55MPa1",165
"Halomonas","OG0000733","D55MPa1",1109
"Halomonas","OG0000734","D55MPa1",0
"Halomonas","OG0000735","D55MPa1",172
"Halomonas","OG0000736","D55MPa1",932
"Halomonas","OG0000737","D55MPa1",1222
"Halomonas","OG0000738","D55MPa1",425
"Halomonas","OG0000740","D55MPa1",1938
"Halomonas","OG0000741","D55MPa1",270
"Halomonas","OG0000742","D55MPa1",61
"Halomonas","OG0000743","D55MPa1",292
"Halomonas","OG0000744","D55MPa1",973
"Halomonas","OG0000745","D55MPa1",27442
"Halomonas","OG0000746","D55MPa1",475
"Halomonas","OG0000747","D55MPa1",322
"Halomonas","OG0000748","D55MPa1",5754
"Halomonas","OG0000749","D55MPa1",566
"Halomonas","OG0000750","D55MPa1",112
"Halomonas","OG0000751","D55MPa1",65
"Halomonas","OG0000753","D55MPa1",329
"Halomonas","OG0000754","D55MPa1",287
"Halomonas","OG0000755","D55MPa1",3161
"Halomonas","OG0000756","D55MPa1",878
"Halomonas","OG0000757","D55MPa1",389
"Halomonas","OG0000758","D55MPa1",790
"Halomonas","OG0000759","D55MPa1",4616
"Halomonas","OG0000760","D55MPa1",3041
"Halomonas","OG0000761","D55MPa1",1833
"Halomonas","OG0000762","D55MPa1",847
"Halomonas","OG0000763","D55MPa1",56
"Halomonas","OG0000764","D55MPa1",10931
"Halomonas","OG0000765","D55MPa1",714
"Halomonas","OG0000766","D55MPa1",0
"Halomonas","OG0000767","D55MPa1",1865
"Halomonas","OG0000768","D55MPa1",486
"Halomonas","OG0000769","D55MPa1",1518
"Halomonas","OG0000770","D55MPa1",238
"Halomonas","OG0000771","D55MPa1",161
"Halomonas","OG0000772","D55MPa1",1900
"Halomonas","OG0000773","D55MPa1",446
"Halomonas","OG0000774","D55MPa1",470
"Halomonas","OG0000775","D55MPa1",80
"Halomonas","OG0000776","D55MPa1",1089
"Halomonas","OG0000777","D55MPa1",2378
"Halomonas","OG0000778","D55MPa1",719
"Halomonas","OG0000779","D55MPa1",121
"Halomonas","OG0000780","D55MPa1",3624
"Halomonas","OG0000781","D55MPa1",76
"Halomonas","OG0000782","D55MPa1",4145
"Halomonas","OG0000783","D55MPa1",2427
"Halomonas","OG0000784","D55MPa1",649
"Halomonas","OG0000785","D55MPa1",1777
"Halomonas","OG0000786","D55MPa1",768
"Halomonas","OG0000787","D55MPa1",694
"Halomonas","OG0000788","D55MPa1",11412
"Halomonas","OG0000789","D55MPa1",2838
"Halomonas","OG0000790","D55MPa1",342
"Halomonas","OG0000791","D55MPa1",611
"Halomonas","OG0000792","D55MPa1",706
"Halomonas","OG0000793","D55MPa1",118
"Halomonas","OG0000794","D55MPa1",117
"Halomonas","OG0000795","D55MPa1",3578
"Halomonas","OG0000796","D55MPa1",1372
"Halomonas","OG0000797","D55MPa1",306
"Halomonas","OG0000798","D55MPa1",170
"Halomonas","OG0000799","D55MPa1",676
"Halomonas","OG0000800","D55MPa1",4891
"Halomonas","OG0000801","D55MPa1",2969
"Halomonas","OG0000802","D55MPa1",2804
"Halomonas","OG0000803","D55MPa1",1945
"Halomonas","OG0000804","D55MPa1",4035
"Halomonas","OG0000805","D55MPa1",1134
"Halomonas","OG0000806","D55MPa1",772
"Halomonas","OG0000807","D55MPa1",723
"Halomonas","OG0000808","D55MPa1",1981
"Halomonas","OG0000809","D55MPa1",1550
"Halomonas","OG0000810","D55MPa1",73
"Halomonas","OG0000811","D55MPa1",276
"Halomonas","OG0000814","D55MPa1",236
"Halomonas","OG0000815","D55MPa1",7592
"Halomonas","OG0000816","D55MPa1",3435
"Halomonas","OG0000817","D55MPa1",2093
"Halomonas","OG0000818","D55MPa1",277
"Halomonas","OG0000819","D55MPa1",821
"Halomonas","OG0000820","D55MPa1",1598
"Halomonas","OG0000821","D55MPa1",4059
"Halomonas","OG0000822","D55MPa1",195
"Halomonas","OG0000823","D55MPa1",2184
"Halomonas","OG0000824","D55MPa1",172
"Halomonas","OG0000825","D55MPa1",183
"Halomonas","OG0000826","D55MPa1",38
"Halomonas","OG0000827","D55MPa1",575
"Halomonas","OG0000828","D55MPa1",1819
"Halomonas","OG0000829","D55MPa1",1655
"Halomonas","OG0000830","D55MPa1",1379
"Halomonas","OG0000831","D55MPa1",547
"Halomonas","OG0000832","D55MPa1",681
"Halomonas","OG0000833","D55MPa1",357
"Halomonas","OG0000834","D55MPa1",39122
"Halomonas","OG0000835","D55MPa1",18
"Halomonas","OG0000836","D55MPa1",108
"Halomonas","OG0000837","D55MPa1",64
"Halomonas","OG0000838","D55MPa1",155
"Halomonas","OG0000839","D55MPa1",393
"Halomonas","OG0000840","D55MPa1",483
"Halomonas","OG0000841","D55MPa1",1016
"Halomonas","OG0000842","D55MPa1",87
"Halomonas","OG0000843","D55MPa1",376
"Halomonas","OG0000844","D55MPa1",188
"Halomonas","OG0000845","D55MPa1",1090
"Halomonas","OG0000846","D55MPa1",2155
"Halomonas","OG0000847","D55MPa1",412
"Halomonas","OG0000848","D55MPa1",350
"Halomonas","OG0000849","D55MPa1",66
"Halomonas","OG0000850","D55MPa1",341
"Halomonas","OG0000851","D55MPa1",1103
"Halomonas","OG0000853","D55MPa1",1825
"Halomonas","OG0000854","D55MPa1",134
"Halomonas","OG0000855","D55MPa1",1052
"Halomonas","OG0000856","D55MPa1",1789
"Halomonas","OG0000857","D55MPa1",10
"Halomonas","OG0000858","D55MPa1",782
"Halomonas","OG0000860","D55MPa1",1678
"Halomonas","OG0000861","D55MPa1",139
"Halomonas","OG0000862","D55MPa1",601
"Halomonas","OG0000863","D55MPa1",471
"Halomonas","OG0000864","D55MPa1",4394
"Halomonas","OG0000865","D55MPa1",5358
"Halomonas","OG0000866","D55MPa1",739
"Halomonas","OG0000867","D55MPa1",2230
"Halomonas","OG0000868","D55MPa1",1234
"Halomonas","OG0000869","D55MPa1",1219
"Halomonas","OG0000870","D55MPa1",346
"Halomonas","OG0000871","D55MPa1",91
"Halomonas","OG0000872","D55MPa1",1661
"Halomonas","OG0000873","D55MPa1",1011
"Halomonas","OG0000874","D55MPa1",237
"Halomonas","OG0000875","D55MPa1",419
"Halomonas","OG0000876","D55MPa1",380
"Halomonas","OG0000877","D55MPa1",152
"Halomonas","OG0000878","D55MPa1",577
"Halomonas","OG0000879","D55MPa1",425
"Halomonas","OG0000880","D55MPa1",400
"Halomonas","OG0000881","D55MPa1",401
"Halomonas","OG0000882","D55MPa1",468
"Halomonas","OG0000883","D55MPa1",328
"Halomonas","OG0000884","D55MPa1",221
"Halomonas","OG0000885","D55MPa1",644
"Halomonas","OG0000886","D55MPa1",194
"Halomonas","OG0000887","D55MPa1",2546
"Halomonas","OG0000888","D55MPa1",241
"Halomonas","OG0000889","D55MPa1",1643
"Halomonas","OG0000890","D55MPa1",555
"Halomonas","OG0000891","D55MPa1",203
"Halomonas","OG0000892","D55MPa1",3550
"Halomonas","OG0000893","D55MPa1",3899
"Halomonas","OG0000894","D55MPa1",684
"Halomonas","OG0000895","D55MPa1",4419
"Halomonas","OG0000896","D55MPa1",101
"Halomonas","OG0000897","D55MPa1",7716
"Halomonas","OG0000898","D55MPa1",2345
"Halomonas","OG0000899","D55MPa1",474
"Halomonas","OG0000900","D55MPa1",1773
"Halomonas","OG0000901","D55MPa1",1667
"Halomonas","OG0000902","D55MPa1",860
"Halomonas","OG0000903","D55MPa1",563
"Halomonas","OG0000904","D55MPa1",791
"Halomonas","OG0000905","D55MPa1",1415
"Halomonas","OG0000906","D55MPa1",5133
"Halomonas","OG0000907","D55MPa1",1379
"Halomonas","OG0000908","D55MPa1",77
"Halomonas","OG0000909","D55MPa1",598
"Halomonas","OG0000910","D55MPa1",1386
"Halomonas","OG0000911","D55MPa1",183
"Halomonas","OG0000912","D55MPa1",85
"Halomonas","OG0000913","D55MPa1",1912
"Halomonas","OG0000914","D55MPa1",366
"Halomonas","OG0000915","D55MPa1",254
"Halomonas","OG0000916","D55MPa1",403
"Halomonas","OG0000917","D55MPa1",606
"Halomonas","OG0000918","D55MPa1",97
"Halomonas","OG0000919","D55MPa1",1168
"Halomonas","OG0000920","D55MPa1",1293
"Halomonas","OG0000921","D55MPa1",22
"Halomonas","OG0000922","D55MPa1",617
"Halomonas","OG0000923","D55MPa1",897
"Halomonas","OG0000924","D55MPa1",114
"Halomonas","OG0000925","D55MPa1",11
"Halomonas","OG0000926","D55MPa1",476
"Halomonas","OG0000927","D55MPa1",342
"Halomonas","OG0000928","D55MPa1",589
"Halomonas","OG0000929","D55MPa1",325
"Halomonas","OG0000930","D55MPa1",337
"Halomonas","OG0000931","D55MPa1",170
"Halomonas","OG0000932","D55MPa1",759
"Halomonas","OG0000933","D55MPa1",518
"Halomonas","OG0000934","D55MPa1",512
"Halomonas","OG0000935","D55MPa1",1594
"Halomonas","OG0000937","D55MPa1",2124
"Halomonas","OG0000938","D55MPa1",527
"Halomonas","OG0000939","D55MPa1",488
"Halomonas","OG0000940","D55MPa1",0
"Halomonas","OG0000941","D55MPa1",173
"Halomonas","OG0000942","D55MPa1",446
"Halomonas","OG0000943","D55MPa1",2398
"Halomonas","OG0000944","D55MPa1",5660
"Halomonas","OG0000945","D55MPa1",3139
"Halomonas","OG0000946","D55MPa1",1980
"Halomonas","OG0000947","D55MPa1",427
"Halomonas","OG0000948","D55MPa1",266
"Halomonas","OG0000949","D55MPa1",1939
"Halomonas","OG0000950","D55MPa1",3656
"Halomonas","OG0000951","D55MPa1",220
"Halomonas","OG0000952","D55MPa1",89
"Halomonas","OG0000953","D55MPa1",484
"Halomonas","OG0000954","D55MPa1",462
"Halomonas","OG0000955","D55MPa1",571
"Halomonas","OG0000956","D55MPa1",816
"Halomonas","OG0000957","D55MPa1",939
"Halomonas","OG0000958","D55MPa1",1640
"Halomonas","OG0000959","D55MPa1",2409
"Halomonas","OG0000960","D55MPa1",211501
"Halomonas","OG0000961","D55MPa1",324
"Halomonas","OG0000962","D55MPa1",0
"Halomonas","OG0000963","D55MPa1",1314
"Halomonas","OG0000964","D55MPa1",849
"Halomonas","OG0000965","D55MPa1",1488
"Halomonas","OG0000966","D55MPa1",1098
"Halomonas","OG0000967","D55MPa1",669
"Halomonas","OG0000968","D55MPa1",0
"Halomonas","OG0000969","D55MPa1",2031
"Halomonas","OG0000970","D55MPa1",2796
"Halomonas","OG0000971","D55MPa1",261
"Halomonas","OG0000972","D55MPa1",909
"Halomonas","OG0000973","D55MPa1",1952
"Halomonas","OG0000974","D55MPa1",46
"Halomonas","OG0000975","D55MPa1",2055
"Halomonas","OG0000976","D55MPa1",1956
"Halomonas","OG0000977","D55MPa1",346
"Halomonas","OG0000978","D55MPa1",313
"Halomonas","OG0000979","D55MPa1",690
"Halomonas","OG0000980","D55MPa1",20483
"Halomonas","OG0000981","D55MPa1",741
"Halomonas","OG0000982","D55MPa1",390
"Halomonas","OG0000983","D55MPa1",256
"Halomonas","OG0000984","D55MPa1",294
"Halomonas","OG0000985","D55MPa1",2775
"Halomonas","OG0000986","D55MPa1",23
"Halomonas","OG0000987","D55MPa1",44
"Halomonas","OG0000988","D55MPa1",383
"Halomonas","OG0000989","D55MPa1",1000
"Halomonas","OG0000990","D55MPa1",1631
"Halomonas","OG0000991","D55MPa1",281
"Halomonas","OG0000992","D55MPa1",302
"Halomonas","OG0000993","D55MPa1",170
"Halomonas","OG0000994","D55MPa1",19
"Halomonas","OG0000995","D55MPa1",0
"Halomonas","OG0001015","D55MPa1",860
"Halomonas","OG0001019","D55MPa1",5313
"Halomonas","OG0001020","D55MPa1",3960
"Halomonas","OG0001021","D55MPa1",175
"Halomonas","OG0001022","D55MPa1",468
"Halomonas","OG0001023","D55MPa1",560
"Halomonas","OG0001024","D55MPa1",495
"Halomonas","OG0001025","D55MPa1",2174
"Halomonas","OG0001026","D55MPa1",67
"Halomonas","OG0001027","D55MPa1",568
"Halomonas","OG0001030","D55MPa1",137
"Halomonas","OG0001032","D55MPa1",1190
"Halomonas","OG0001033","D55MPa1",130
"Halomonas","OG0001034","D55MPa1",63
"Halomonas","OG0001035","D55MPa1",17526
"Halomonas","OG0001038","D55MPa1",123
"Halomonas","OG0001040","D55MPa1",1010
"Halomonas","OG0001041","D55MPa1",52
"Halomonas","OG0001044","D55MPa1",219
"Halomonas","OG0001045","D55MPa1",1425
"Halomonas","OG0001047","D55MPa1",65
"Halomonas","OG0001048","D55MPa1",1502
"Halomonas","OG0001049","D55MPa1",40
"Halomonas","OG0001051","D55MPa1",209
"Halomonas","OG0001052","D55MPa1",949
"Halomonas","OG0001053","D55MPa1",4656
"Halomonas","OG0001054","D55MPa1",68
"Halomonas","OG0001056","D55MPa1",880
"Halomonas","OG0001057","D55MPa1",2396
"Halomonas","OG0001058","D55MPa1",129
"Halomonas","OG0001060","D55MPa1",532
"Halomonas","OG0001063","D55MPa1",153
"Halomonas","OG0001065","D55MPa1",1434
"Halomonas","OG0001066","D55MPa1",1297
"Halomonas","OG0001069","D55MPa1",788
"Halomonas","OG0001076","D55MPa1",329
"Halomonas","OG0001083","D55MPa1",41
"Halomonas","OG0001084","D55MPa1",167
"Halomonas","OG0001085","D55MPa1",266
"Halomonas","OG0001086","D55MPa1",58
"Halomonas","OG0001087","D55MPa1",319
"Halomonas","OG0001089","D55MPa1",276
"Halomonas","OG0001090","D55MPa1",11
"Halomonas","OG0001093","D55MPa1",541
"Halomonas","OG0001094","D55MPa1",139
"Halomonas","OG0001095","D55MPa1",27
"Halomonas","OG0001098","D55MPa1",43
"Halomonas","OG0001099","D55MPa1",16
"Halomonas","OG0001101","D55MPa1",322
"Halomonas","OG0001102","D55MPa1",345
"Halomonas","OG0001103","D55MPa1",506
"Halomonas","OG0001104","D55MPa1",50
"Halomonas","OG0001105","D55MPa1",548
"Halomonas","OG0001106","D55MPa1",717
"Halomonas","OG0001108","D55MPa1",49
"Halomonas","OG0001111","D55MPa1",242
"Halomonas","OG0001112","D55MPa1",504
"Halomonas","OG0001113","D55MPa1",248
"Halomonas","OG0001114","D55MPa1",351
"Halomonas","OG0001119","D55MPa1",340
"Halomonas","OG0001120","D55MPa1",933
"Halomonas","OG0001121","D55MPa1",235
"Halomonas","OG0001122","D55MPa1",169
"Halomonas","OG0001123","D55MPa1",715
"Halomonas","OG0001125","D55MPa1",455
"Halomonas","OG0001126","D55MPa1",499
"Halomonas","OG0001128","D55MPa1",12
"Halomonas","OG0001129","D55MPa1",179
"Halomonas","OG0001130","D55MPa1",59
"Halomonas","OG0001132","D55MPa1",1422
"Halomonas","OG0001133","D55MPa1",191
"Halomonas","OG0001134","D55MPa1",9866
"Halomonas","OG0001138","D55MPa1",136
"Halomonas","OG0001139","D55MPa1",501
"Halomonas","OG0001140","D55MPa1",875
"Halomonas","OG0001141","D55MPa1",121
"Halomonas","OG0001142","D55MPa1",196
"Halomonas","OG0001143","D55MPa1",364
"Halomonas","OG0001144","D55MPa1",1301
"Halomonas","OG0001146","D55MPa1",425
"Halomonas","OG0001150","D55MPa1",360
"Halomonas","OG0001151","D55MPa1",361
"Halomonas","OG0001152","D55MPa1",701
"Halomonas","OG0001161","D55MPa1",13
"Halomonas","OG0001163","D55MPa1",1273
"Halomonas","OG0001164","D55MPa1",6167
"Halomonas","OG0001165","D55MPa1",141
"Halomonas","OG0001166","D55MPa1",368
"Halomonas","OG0001170","D55MPa1",247
"Halomonas","OG0001171","D55MPa1",1280
"Halomonas","OG0001172","D55MPa1",563
"Halomonas","OG0001174","D55MPa1",837
"Halomonas","OG0001175","D55MPa1",327
"Halomonas","OG0001176","D55MPa1",2807
"Halomonas","OG0001177","D55MPa1",853
"Halomonas","OG0001178","D55MPa1",320
"Halomonas","OG0001179","D55MPa1",627
"Halomonas","OG0001180","D55MPa1",168
"Halomonas","OG0001181","D55MPa1",336
"Halomonas","OG0001182","D55MPa1",35
"Halomonas","OG0001184","D55MPa1",183
"Halomonas","OG0001186","D55MPa1",60
"Halomonas","OG0001189","D55MPa1",1152
"Halomonas","OG0001190","D55MPa1",148
"Halomonas","OG0001191","D55MPa1",188
"Halomonas","OG0001192","D55MPa1",1472
"Halomonas","OG0001193","D55MPa1",32
"Halomonas","OG0001194","D55MPa1",2841
"Halomonas","OG0001195","D55MPa1",2450
"Halomonas","OG0001196","D55MPa1",1447
"Halomonas","OG0001197","D55MPa1",1138
"Halomonas","OG0001198","D55MPa1",914
"Halomonas","OG0001199","D55MPa1",54
"Halomonas","OG0001200","D55MPa1",2849
"Halomonas","OG0001201","D55MPa1",870
"Halomonas","OG0001202","D55MPa1",1999
"Halomonas","OG0001203","D55MPa1",1668
"Halomonas","OG0001204","D55MPa1",160
"Halomonas","OG0001205","D55MPa1",324
"Halomonas","OG0001208","D55MPa1",399
"Halomonas","OG0001210","D55MPa1",127
"Halomonas","OG0001211","D55MPa1",121
"Halomonas","OG0001212","D55MPa1",12563
"Halomonas","OG0001213","D55MPa1",815
"Halomonas","OG0001215","D55MPa1",564
"Halomonas","OG0001216","D55MPa1",84
"Halomonas","OG0001220","D55MPa1",1617
"Halomonas","OG0001223","D55MPa1",12
"Halomonas","OG0001224","D55MPa1",45
"Halomonas","OG0001225","D55MPa1",2067
"Halomonas","OG0001226","D55MPa1",30
"Halomonas","OG0001227","D55MPa1",652
"Halomonas","OG0001228","D55MPa1",27
"Halomonas","OG0001229","D55MPa1",370
"Halomonas","OG0001230","D55MPa1",5137
"Halomonas","OG0001231","D55MPa1",242
"Halomonas","OG0001232","D55MPa1",410
"Halomonas","OG0001233","D55MPa1",54
"Halomonas","OG0001234","D55MPa1",1485
"Halomonas","OG0001235","D55MPa1",251
"Halomonas","OG0001236","D55MPa1",947
"Halomonas","OG0001237","D55MPa1",104
"Halomonas","OG0001238","D55MPa1",19879
"Halomonas","OG0001239","D55MPa1",97
"Halomonas","OG0001240","D55MPa1",105
"Halomonas","OG0001241","D55MPa1",621
"Halomonas","OG0001242","D55MPa1",495
"Halomonas","OG0001243","D55MPa1",8934
"Halomonas","OG0001244","D55MPa1",1359
"Halomonas","OG0001245","D55MPa1",665
"Halomonas","OG0001246","D55MPa1",1342
"Halomonas","OG0001247","D55MPa1",836
"Halomonas","OG0001248","D55MPa1",0
"Halomonas","OG0001249","D55MPa1",0
"Halomonas","OG0001250","D55MPa1",13
"Halomonas","OG0001251","D55MPa1",632
"Halomonas","OG0001252","D55MPa1",374
"Halomonas","OG0001253","D55MPa1",548
"Halomonas","OG0001254","D55MPa1",1842
"Halomonas","OG0001255","D55MPa1",1835
"Halomonas","OG0001256","D55MPa1",1909
"Halomonas","OG0001257","D55MPa1",44
"Halomonas","OG0001258","D55MPa1",327
"Halomonas","OG0001259","D55MPa1",255
"Halomonas","OG0001260","D55MPa1",18777
"Halomonas","OG0001261","D55MPa1",1191
"Halomonas","OG0001262","D55MPa1",132
"Halomonas","OG0001263","D55MPa1",335
"Halomonas","OG0001264","D55MPa1",0
"Halomonas","OG0001265","D55MPa1",12
"Halomonas","OG0001266","D55MPa1",871
"Halomonas","OG0001267","D55MPa1",99297
"Halomonas","OG0001268","D55MPa1",61
"Halomonas","OG0001269","D55MPa1",18
"Halomonas","OG0001270","D55MPa1",128
"Halomonas","OG0001271","D55MPa1",68
"Halomonas","OG0001272","D55MPa1",98
"Halomonas","OG0001273","D55MPa1",1047
"Halomonas","OG0001274","D55MPa1",4386
"Halomonas","OG0001275","D55MPa1",1507
"Halomonas","OG0001276","D55MPa1",10479
"Halomonas","OG0001277","D55MPa1",4627
"Halomonas","OG0001278","D55MPa1",9383
"Halomonas","OG0001279","D55MPa1",738
"Halomonas","OG0001280","D55MPa1",31613
"Halomonas","OG0001281","D55MPa1",6273
"Halomonas","OG0001282","D55MPa1",42
"Halomonas","OG0001283","D55MPa1",85
"Halomonas","OG0001284","D55MPa1",2530
"Halomonas","OG0001285","D55MPa1",1693
"Halomonas","OG0001286","D55MPa1",0
"Halomonas","OG0001287","D55MPa1",764
"Halomonas","OG0001288","D55MPa1",7326
"Halomonas","OG0001289","D55MPa1",658
"Halomonas","OG0001290","D55MPa1",2619
"Halomonas","OG0001291","D55MPa1",6
"Halomonas","OG0001292","D55MPa1",340
"Halomonas","OG0001293","D55MPa1",1346
"Halomonas","OG0001294","D55MPa1",852
"Halomonas","OG0001295","D55MPa1",272
"Halomonas","OG0001296","D55MPa1",738
"Halomonas","OG0001297","D55MPa1",1100
"Halomonas","OG0001298","D55MPa1",2651
"Halomonas","OG0001299","D55MPa1",680
"Halomonas","OG0001300","D55MPa1",1138
"Halomonas","OG0001301","D55MPa1",437
"Halomonas","OG0001302","D55MPa1",258
"Halomonas","OG0001303","D55MPa1",3807
"Halomonas","OG0001304","D55MPa1",612
"Halomonas","OG0001305","D55MPa1",1279
"Halomonas","OG0001306","D55MPa1",554
"Halomonas","OG0001307","D55MPa1",689
"Halomonas","OG0001308","D55MPa1",191
"Halomonas","OG0001309","D55MPa1",53
"Halomonas","OG0001310","D55MPa1",71
"Halomonas","OG0001311","D55MPa1",738
"Halomonas","OG0001312","D55MPa1",682
"Halomonas","OG0001313","D55MPa1",645
"Halomonas","OG0001314","D55MPa1",249
"Halomonas","OG0001315","D55MPa1",213
"Halomonas","OG0001316","D55MPa1",63
"Halomonas","OG0001317","D55MPa1",909
"Halomonas","OG0001318","D55MPa1",83
"Halomonas","OG0001319","D55MPa1",2087
"Halomonas","OG0001320","D55MPa1",3537
"Halomonas","OG0001321","D55MPa1",1876
"Halomonas","OG0001322","D55MPa1",208
"Halomonas","OG0001323","D55MPa1",633
"Halomonas","OG0001324","D55MPa1",616
"Halomonas","OG0001325","D55MPa1",41
"Halomonas","OG0001326","D55MPa1",947
"Halomonas","OG0001327","D55MPa1",684
"Halomonas","OG0001328","D55MPa1",457
"Halomonas","OG0001329","D55MPa1",1239
"Halomonas","OG0001330","D55MPa1",1381
"Halomonas","OG0001331","D55MPa1",46
"Halomonas","OG0001332","D55MPa1",739
"Halomonas","OG0001333","D55MPa1",210
"Halomonas","OG0001334","D55MPa1",207
"Halomonas","OG0001335","D55MPa1",167
"Halomonas","OG0001336","D55MPa1",1700
"Halomonas","OG0001337","D55MPa1",151
"Halomonas","OG0001338","D55MPa1",670
"Halomonas","OG0001339","D55MPa1",1949
"Halomonas","OG0001340","D55MPa1",1961
"Halomonas","OG0001341","D55MPa1",91
"Halomonas","OG0001342","D55MPa1",2297
"Halomonas","OG0001343","D55MPa1",154
"Halomonas","OG0001344","D55MPa1",105
"Halomonas","OG0001345","D55MPa1",214
"Halomonas","OG0001346","D55MPa1",145
"Halomonas","OG0001347","D55MPa1",3413
"Halomonas","OG0001348","D55MPa1",228
"Halomonas","OG0001349","D55MPa1",972
"Halomonas","OG0001350","D55MPa1",400
"Halomonas","OG0001351","D55MPa1",496
"Halomonas","OG0001352","D55MPa1",1032
