contrast,orthofinder_orthogroup,member_strains,n_member_strains,Halomonas_present,Psychrobacter_present,Aequorivita_present,Sphingopyxis_present,Halomonas_direction,Psychrobacter_direction,Aequorivita_direction,Sphingopyxis_direction
D55_vs_D0,OG0001427,Halomonas;Psychrobacter,2,True,True,False,False,down,up,,
D55_vs_D0,OG0001429,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001431,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001432,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001436,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001437,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001438,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,up
D55_vs_D0,OG0001439,Halomonas;Psychrobacter,2,True,True,False,False,up,down,,
D55_vs_D0,OG0001440,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001441,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001442,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001444,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001445,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001446,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001447,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001448,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001449,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001454,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001464,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001467,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001474,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001475,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001476,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001481,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001482,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001484,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001485,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001486,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001489,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001493,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001496,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001500,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001502,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001503,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001505,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001510,Aequorivita,1,False,False,True,False,,,up,
D55_vs_D0,OG0001511,Halomonas;Aequorivita,2,True,False,True,False,up,,up,
D55_vs_D0,OG0001513,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001514,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001517,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001518,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001521,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001522,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001523,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001526,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001527,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001528,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001532,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001533,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001534,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001537,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001538,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001542,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001543,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001544,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001545,Aequorivita;Sphingopyxis,2,False,False,True,True,,,up,down
D55_vs_D0,OG0001547,Aequorivita,1,False,False,True,False,,,up,
D55_vs_D0,OG0001549,Aequorivita;Sphingopyxis,2,False,False,True,True,,,down,down
D55_vs_D0,OG0001554,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001555,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001556,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001562,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001565,Halomonas;Aequorivita,2,True,False,True,False,up,,down,
D55_vs_D0,OG0001566,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001567,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001568,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001570,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001571,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001573,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001575,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001576,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001577,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001581,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001588,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001590,Aequorivita;Sphingopyxis,2,False,False,True,True,,,up,down
D55_vs_D0,OG0001593,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001595,Psychrobacter;Aequorivita,2,False,True,True,False,,down,down,
D55_vs_D0,OG0001597,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001598,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001607,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001612,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001613,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001616,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001620,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001621,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001622,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001623,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001627,Aequorivita;Sphingopyxis,2,False,False,True,True,,,down,down
D55_vs_D0,OG0001629,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001630,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001632,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001634,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001635,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001638,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001643,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001645,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001646,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001647,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001650,Psychrobacter;Aequorivita,2,False,True,True,False,,up,down,
D55_vs_D0,OG0001651,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001653,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001655,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001656,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001661,Aequorivita;Sphingopyxis,2,False,False,True,True,,,down,down
D55_vs_D0,OG0001662,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001663,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001664,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001666,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001668,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001676,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001678,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001683,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001685,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001688,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001689,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001691,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001692,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001694,Aequorivita;Sphingopyxis,2,False,False,True,True,,,up,down
D55_vs_D0,OG0001697,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001698,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001699,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001704,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001716,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001721,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001722,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001724,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001726,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001732,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001734,Halomonas;Aequorivita,2,True,False,True,False,up,,up,
D55_vs_D0,OG0001735,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001736,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001738,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001742,Aequorivita,1,False,False,True,False,,,up,
D55_vs_D0,OG0001745,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001746,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001747,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001750,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001751,Aequorivita,1,False,False,True,False,,,up,
D55_vs_D0,OG0001753,Aequorivita;Sphingopyxis,2,False,False,True,True,,,down,down
D55_vs_D0,OG0001754,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001756,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001757,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001758,Aequorivita;Sphingopyxis,2,False,False,True,True,,,down,down
D55_vs_D0,OG0001759,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001760,Aequorivita,1,False,False,True,False,,,down,
D55_vs_D0,OG0001763,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001767,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001770,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001778,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001779,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001780,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001781,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001782,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001783,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001784,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001786,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001787,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001788,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001790,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001791,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001792,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001793,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001795,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001796,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001799,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001801,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001802,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001803,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001804,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001808,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001811,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001821,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001822,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0001826,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001827,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001828,Halomonas;Psychrobacter,2,True,True,False,False,down,up,,
D55_vs_D0,OG0001833,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001835,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001836,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001841,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001843,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001844,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001847,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001849,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001851,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001852,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001854,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001857,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001860,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001861,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0001862,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001872,Halomonas;Psychrobacter,2,True,True,False,False,up,up,,
D55_vs_D0,OG0001873,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001876,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0001877,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001878,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001883,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0001885,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0001886,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001887,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001889,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001890,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001891,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001892,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001893,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001894,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001899,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001901,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001902,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001905,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0001906,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0001909,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001913,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001915,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001916,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001923,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001925,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001926,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001927,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001928,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001929,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,up
D55_vs_D0,OG0001932,Halomonas;Psychrobacter,2,True,True,False,False,down,down,,
D55_vs_D0,OG0001933,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001935,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001936,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001938,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0001939,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001941,Halomonas;Psychrobacter,2,True,True,False,False,up,down,,
D55_vs_D0,OG0001942,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001944,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001946,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001948,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001949,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001950,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001953,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001957,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001959,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001966,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001971,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001972,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001973,Halomonas;Psychrobacter,2,True,True,False,False,up,up,,
D55_vs_D0,OG0001974,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001975,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001976,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001978,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001980,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0001982,Halomonas;Psychrobacter,2,True,True,False,False,down,up,,
D55_vs_D0,OG0001983,Halomonas;Psychrobacter,2,True,True,False,False,down,up,,
D55_vs_D0,OG0001984,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0001985,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0001987,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001988,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001989,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001990,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001991,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0001992,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0001993,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0001994,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,up
D55_vs_D0,OG0001995,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001996,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,up
D55_vs_D0,OG0001997,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0001998,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0001999,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002000,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002002,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002003,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002004,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002005,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002006,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002007,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002008,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002009,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,up
D55_vs_D0,OG0002010,Halomonas;Psychrobacter,2,True,True,False,False,down,down,,
D55_vs_D0,OG0002012,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002016,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002018,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002024,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002025,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002026,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002030,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002031,Halomonas;Psychrobacter,2,True,True,False,False,up,down,,
D55_vs_D0,OG0002033,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002034,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0002036,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002037,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002038,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002039,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,up
D55_vs_D0,OG0002041,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002042,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002043,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002047,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002048,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002054,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002055,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0002057,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002058,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002060,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002061,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002062,Halomonas;Psychrobacter,2,True,True,False,False,up,up,,
D55_vs_D0,OG0002067,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002070,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002073,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002075,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,up
D55_vs_D0,OG0002081,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002083,Halomonas;Psychrobacter,2,True,True,False,False,down,up,,
D55_vs_D0,OG0002086,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002089,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0002093,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002095,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002096,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002099,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002100,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002102,Halomonas;Sphingopyxis,2,True,False,False,True,up,,,down
D55_vs_D0,OG0002107,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002108,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002109,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002112,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002117,Halomonas;Sphingopyxis,2,True,False,False,True,down,,,down
D55_vs_D0,OG0002118,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002119,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002120,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002125,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002126,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002131,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002132,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002133,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002134,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002136,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002137,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002138,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002139,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002141,Halomonas,1,True,False,False,False,up,,,
D55_vs_D0,OG0002145,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002146,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002148,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002150,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002152,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002153,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002155,Halomonas,1,True,False,False,False,down,,,
D55_vs_D0,OG0002157,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002160,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002162,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002164,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002168,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002169,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002170,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002171,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002174,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002175,Psychrobacter;Sphingopyxis,2,False,True,False,True,,up,,down
D55_vs_D0,OG0002177,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002178,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002179,Sphingopyxis,1,False,False,False,True,,,,up
D55_vs_D0,OG0002180,Sphingopyxis,1,False,False,False,True,,,,down
D55_vs_D0,OG0002181,Psychrobacter,1,False,True,False,False,,up,,
D55_vs_D0,OG0002182,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002183,Psychrobacter,1,False,True,False,False,,down,,
D55_vs_D0,OG0002184,Psychrobacter,1,False,True,False,False,,down,,
