orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0001301,Sphingopyxis,D55_vs_D0,-1.39217235254311,6.46588469225925e-10,IV02_28405,MULTISPECIES: VWA domain-containing protein,K09989,,S: Function unknown,6.46588469225925e-10,1.39217235254311
OG0002175,Sphingopyxis,D55_vs_D0,-1.23084180654856,6.46588469225925e-10,rtcR,RNA repair transcriptional activator RtcR,K14414,,K: Transcription;T: Signal transduction mechanisms,6.46588469225925e-10,1.23084180654856
OG0002344,Sphingopyxis,D55_vs_D0,-1.0367863889615,6.46588469225925e-10,rlpA,septal ring lytic transglycosylase RlpA family protein,K03642,,M: Cell wall/membrane/envelope biogenesis,6.46588469225925e-10,1.0367863889615
OG0002125,Halomonas,D55_vs_B55,3.11530368703274,6.58937377846064e-10,gene1724,MULTISPECIES: YeeE/YedE family protein,K07112,,S: Function unknown,6.58937377846064e-10,3.11530368703274
OG0002128,Halomonas,D55_vs_B55,2.17602646872523,6.58937377846064e-10,gene3215,MULTISPECIES: SIMPL domain-containing protein,K09807,,S: Function unknown,6.58937377846064e-10,2.17602646872523
OG0001261,Sphingopyxis,D55_vs_D0,1.0122847405706,6.740314225527211e-10,thrC,threonine synthase,K01733,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Vitamin B6 metabolism,E: Amino acid transport and metabolism,6.740314225527211e-10,1.0122847405706
OG0001736,Sphingopyxis,D55_vs_D0,1.51641750824718,6.75741230312159e-10,paiB,transcriptional regulator,K07734,,K: Transcription,6.75741230312159e-10,1.51641750824718
OG0002315,Sphingopyxis,D55_vs_D0,-1.44641501776081,6.826685542862731e-10,gene2255,SGNH/GDSL hydrolase family protein,,,E: Amino acid transport and metabolism,6.826685542862731e-10,1.44641501776081
OG0001290,Sphingopyxis,D55_vs_D0,1.34849581154356,6.83555941503778e-10,aceB,malate synthase G,K01638,Biosynthesis of secondary metabolites;Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism,C: Energy production and conversion,6.83555941503778e-10,1.34849581154356
OG0001258,Halomonas,D55_vs_D0,-2.85083868810908,6.84924491516023e-10,mutM,MULTISPECIES: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,K10563,Base excision repair,L: Replication;recombination and repair,6.84924491516023e-10,2.85083868810908
OG0001982,Psychrobacter,D55_vs_D0,4.32372849076405,6.88370356620716e-10,trpG,MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II,K01658,Biofilm formation - Pseudomonas aeruginosa;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Phenazine biosynthesis;Phenylalanine;tyrosine and tryptophan biosynthesis;Quorum sensing,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism,6.88370356620716e-10,4.32372849076405
OG0001734,Halomonas,D55_vs_B55,3.19804273667482,6.89817181570193e-10,gene0548,MULTISPECIES: DUF488 family protein,,,S: Function unknown,6.89817181570193e-10,3.19804273667482
OG0001885,Halomonas,D55_vs_D0,-3.2244164743274,6.91089698666923e-10,betI,MULTISPECIES: transcriptional regulator BetI,K02167,,K: Transcription,6.91089698666923e-10,3.2244164743274
OG0002016,Halomonas,D55_vs_B55,4.8463680813027,6.95374584956115e-10,pstS,substrate-binding domain-containing protein,K02040,ABC transporters;Tuberculosis;Two-component system,P: Inorganic ion transport and metabolism,6.95374584956115e-10,4.8463680813027
OG0001906,Sphingopyxis,D55_vs_D0,-1.47108460884899,7.00806713472432e-10,hslV,MULTISPECIES: ATP-dependent protease subunit HslV,K01419,,O: Posttranslational modification;protein turnover;chaperones,7.00806713472432e-10,2.67019240017161
OG0001511,Halomonas,D55_vs_D0,2.28657443020012,7.128472274572991e-10,copB,heavy metal translocating P-type ATPase,K17686;K01533,MAPK signaling pathway - plant;Mineral absorption;Platinum drug resistance,P: Inorganic ion transport and metabolism,7.128472274572991e-10,2.28657443020012
OG0000187,Halomonas,D55_vs_D0,1.90264500390534,7.128472274572991e-10,copG,MULTISPECIES: DUF411 domain-containing protein,,,S: Function unknown,7.128472274572991e-10,1.90264500390534
OG0001479,Sphingopyxis,D55_vs_B55,-3.05976644560276,7.29686392627687e-10,czcD,MULTISPECIES: cation transporter,,,P: Inorganic ion transport and metabolism,7.29686392627687e-10,3.05976644560276
OG0000436,Sphingopyxis,D55_vs_D0,-1.32218360105365,7.31484406582524e-10,moaA,"GTP 3',8-cyclase MoaA",K03639,Biosynthesis of cofactors;Folate biosynthesis;Metabolic pathways;Sulfur relay system,H: Coenzyme transport and metabolism;C: Energy production and conversion,7.31484406582524e-10,1.32218360105365
OG0001468,Sphingopyxis,D55_vs_B55,1.23960535108945,7.380406554848321e-10,gene2098,MULTISPECIES: transglutaminase family protein,,,E: Amino acid transport and metabolism,7.380406554848321e-10,1.23960535108945
OG0002164,Sphingopyxis,D55_vs_B55,1.64144130393206,7.75844358184427e-10,yagS,xanthine dehydrogenase family protein subunit M,K11178,Metabolic pathways;Microbial metabolism in diverse environments;Nucleotide metabolism;Purine metabolism,C: Energy production and conversion,7.75844358184427e-10,2.38674924840678
OG0000358,Sphingopyxis,D55_vs_B55,1.75786627241603,7.75844358184427e-10,phr,MULTISPECIES: FAD-binding domain-containing protein,K01669,,L: Replication;recombination and repair,7.75844358184427e-10,2.34803848435375
OG0000850,Sphingopyxis,D55_vs_D0,1.20014526279122,7.802744724511921e-10,hemN,oxygen-independent coproporphyrinogen III oxidase,,,H: Coenzyme transport and metabolism,7.802744724511921e-10,1.20014526279122
OG0000644,Halomonas,D55_vs_B55,3.45780435295409,7.84378167007536e-10,gabD,MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,,,C: Energy production and conversion,7.84378167007536e-10,3.45780435295409
OG0000845,Sphingopyxis,D55_vs_D0,1.2315619222778,7.87755022639537e-10,mrp,iron-sulfur cluster carrier protein ApbC,K03593,,D: Cell cycle control;cell division;chromosome partitioning,7.87755022639537e-10,1.36788024685826
OG0001546,Sphingopyxis,D55_vs_B55,1.49546843192576,7.9995087335614e-10,msrB,peptide-methionine (R)-S-oxide reductase MsrB,K07305,,O: Posttranslational modification;protein turnover;chaperones,7.9995087335614e-10,1.53118406964163
OG0000126,Halomonas,D55_vs_B55,4.2823649741908,8.01194995809821e-10,dmdC,acyl-CoA dehydrogenase,K20035,Metabolic pathways;Microbial metabolism in diverse environments;Sulfur metabolism,I: Lipid transport and metabolism,8.01194995809821e-10,4.2823649741908
OG0000623,Sphingopyxis,D55_vs_D0,-1.41253292671054,8.050155635150311e-10,lptF,permease,K11720;K07091,ABC transporters,S: Function unknown,8.050155635150311e-10,1.41253292671054
OG0000251,Halomonas,D55_vs_D0,2.18173985257501,8.158508437926931e-10,troA,manganese transporter,K02077;K11707,ABC transporters,P: Inorganic ion transport and metabolism,8.158508437926931e-10,2.18173985257501
OG0001393,Sphingopyxis,D55_vs_D0,1.86619915351044,8.35251992005376e-10,cysU,MULTISPECIES: sulfate ABC transporter permease subunit CysT,K02046;K02018,ABC transporters;Sulfur metabolism,O: Posttranslational modification;protein turnover;chaperones;P: Inorganic ion transport and metabolism,8.35251992005376e-10,1.86619915351044
OG0000291,Sphingopyxis,D55_vs_D0,1.00422525853335,8.402463452591401e-10,gene3669,GFA family protein,,,S: Function unknown,8.402463452591401e-10,1.00422525853335
OG0000569,Sphingopyxis,D55_vs_D0,-1.22773321122754,8.573005579478691e-10,liuB,MULTISPECIES: carboxyl transferase domain-containing protein,K01969;K15052,Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Valine;leucine and isoleucine degradation,I: Lipid transport and metabolism,8.573005579478691e-10,4.12177101390826
OG0001484,Sphingopyxis,D55_vs_D0,1.00298361405561,9.41331370942861e-10,gene0903,DUF2147 domain-containing protein,,,S: Function unknown,9.41331370942861e-10,1.00298361405561
OG0001836,Sphingopyxis,D55_vs_D0,1.20127244547625,9.61156898823342e-10,ltaE,MULTISPECIES: low specificity L-threonine aldolase,K01620,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Glycine;serine and threonine metabolism;Metabolic pathways;Microbial metabolism in diverse environments,E: Amino acid transport and metabolism,9.61156898823342e-10,1.20127244547625
OG0000450,Psychrobacter,D55_vs_B55,2.26251384996034,9.69731476320187e-10,grxC,glutaredoxin,,,O: Posttranslational modification;protein turnover;chaperones,9.69731476320187e-10,2.50649453597459
OG0002251,Sphingopyxis,D55_vs_D0,1.0715317850137,9.81792927059332e-10,gene2097,peptidase,K07395,,O: Posttranslational modification;protein turnover;chaperones,9.81792927059332e-10,1.0715317850137
OG0001383,Sphingopyxis,D55_vs_D0,-1.49934897771954,9.82205181600488e-10,moaC,MULTISPECIES: cyclic pyranopterin monophosphate synthase MoaC,K03636;K03637,Biosynthesis of cofactors;Folate biosynthesis;Metabolic pathways;Sulfur relay system,H: Coenzyme transport and metabolism,9.82205181600488e-10,1.49934897771954
OG0000342,Sphingopyxis,D55_vs_B55,1.08250331714025,9.83509223794267e-10,pqiB,MULTISPECIES: intermembrane transport protein PqiB,K06192;K02067,ABC transporters,Q: Secondary metabolites biosynthesis;transport and catabolism,9.83509223794267e-10,1.22388401784761
OG0001187,Sphingopyxis,D55_vs_D0,-1.14044820567304,1.02141300888049e-09,olsE,sterol desaturase family protein,,,I: Lipid transport and metabolism,1.02141300888049e-09,1.14044820567304
OG0000719,Sphingopyxis,D55_vs_D0,-1.03784869841219,1.02590163302916e-09,mfd,transcription-repair coupling factor,K03723,Nucleotide excision repair,L: Replication;recombination and repair,1.02590163302916e-09,1.03784869841219
OG0001408,Sphingopyxis,D55_vs_D0,1.027615516769,1.02938400406755e-09,xseA,exodeoxyribonuclease VII large subunit,K03601,Mismatch repair,L: Replication;recombination and repair,1.02938400406755e-09,1.027615516769
OG0000198,Sphingopyxis,D55_vs_D0,1.98805771516976,1.03347767429494e-09,trbI,S26 family signal peptidase,,,O: Posttranslational modification;protein turnover;chaperones;U: Intracellular trafficking;secretion;and vesicular transport,1.03347767429494e-09,1.98805771516976
OG0000302,Sphingopyxis,D55_vs_D0,-1.67869498921815,1.04651004753123e-09,crt,enoyl-CoA hydratase-related protein,K01715;K01692,Biosynthesis of secondary metabolites;Butanoate metabolism;Carbon metabolism;Metabolic pathways;Aminobenzoate degradation;Benzoate degradation;Caprolactam degradation;Fatty acid degradation;Fatty acid metabolism;Lysine degradation;Microbial metabolism in diverse environments;Phenylalanine metabolism;Pinene;camphor and geraniol degradation;Propanoate metabolism;Tryptophan metabolism;Valine;leucine and isoleucine degradation;beta-Alanine metabolism,I: Lipid transport and metabolism,1.04651004753123e-09,2.31055566015563
OG0000068,Halomonas,D55_vs_D0,2.08920286992603,1.08635684298007e-09,exbB,MotA/TolQ/ExbB proton channel family protein,K03561;K03562,,U: Intracellular trafficking;secretion;and vesicular transport,1.08635684298007e-09,2.08920286992603
OG0000404,Halomonas,D55_vs_D0,3.03284294708583,1.1262461889774e-09,groEL,MULTISPECIES: chaperonin GroEL,K04077,Legionellosis;Lipid and atherosclerosis;Longevity regulating pathway - worm;RNA degradation;Tuberculosis;Type I diabetes mellitus,O: Posttranslational modification;protein turnover;chaperones,1.1262461889774e-09,3.03284294708583
OG0000558,Halomonas,D55_vs_B55,-2.73008447153156,1.12780980628398e-09,ccoP,"MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit III",K00406,Metabolic pathways;Oxidative phosphorylation;Two-component system,C: Energy production and conversion,1.12780980628398e-09,4.44002343702858
OG0000317,Sphingopyxis,D55_vs_D0,2.07686074265229,1.1329739326108e-09,gene3122,IS3 family transposase,K07497,,L: Replication;recombination and repair,1.1329739326108e-09,2.95450716284713
OG0000253,Sphingopyxis,D55_vs_B55,1.83089479437071,1.15121155921679e-09,cvrA,potassium/proton antiporter,K11105;K24160;K03316,,P: Inorganic ion transport and metabolism,1.15121155921679e-09,1.83089479437071
OG0000765,Sphingopyxis,D55_vs_D0,1.10342273602743,1.19151021136295e-09,rplO,MULTISPECIES: 50S ribosomal protein L15,K02876,Ribosome,J: Translation;ribosomal structure and biogenesis,1.19151021136295e-09,2.2097789857082
OG0001643,Sphingopyxis,D55_vs_D0,-1.81117370187423,1.19151021136295e-09,gene1302,glycosyl hydrolase family 92,,,G: Carbohydrate transport and metabolism,1.19151021136295e-09,1.81117370187423
OG0001449,Halomonas,D55_vs_D0,1.69307574764598,1.20128395729958e-09,yhbW,MULTISPECIES: LLM class flavin-dependent oxidoreductase,,,C: Energy production and conversion,1.20128395729958e-09,2.02955663546964
OG0000468,Sphingopyxis,D55_vs_D0,1.26100327800197,1.25315677078105e-09,traI,relaxase/mobilization nuclease RlxS,,,U: Intracellular trafficking;secretion;and vesicular transport,1.25315677078105e-09,1.26100327800197
OG0002143,Sphingopyxis,D55_vs_B55,1.21024714556323,1.28284742889062e-09,gene3491,"MULTISPECIES: murein L,D-transpeptidase catalytic domain family protein",,,S: Function unknown,1.28284742889062e-09,1.21024714556323
OG0001908,Psychrobacter,D55_vs_B55,-2.00297857900482,1.28449948168541e-09,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",K00163,2-Oxocarboxylic acid metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glycolysis / Gluconeogenesis;Lipoic acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pyruvate metabolism,C: Energy production and conversion,1.28449948168541e-09,2.00297857900482
OG0001452,Psychrobacter,D55_vs_B55,1.83635050616175,1.28449948168541e-09,spoIVCA,recombinase family protein,,,L: Replication;recombination and repair,1.28449948168541e-09,1.83635050616175
OG0000227,Halomonas,D55_vs_D0,2.70811971531238,1.28459577244427e-09,dnaJ,molecular chaperone DnaJ,K03686;K05516,,O: Posttranslational modification;protein turnover;chaperones,1.28459577244427e-09,2.70811971531238
OG0000129,Halomonas,D55_vs_D0,-2.57558432936254,1.28459577244427e-09,pstA,MULTISPECIES: phosphate ABC transporter permease PstA,K02037;K02038,ABC transporters,P: Inorganic ion transport and metabolism,1.28459577244427e-09,2.57558432936254
OG0001386,Halomonas,D55_vs_D0,-2.23058371188079,1.28459577244427e-09,ppsA,MULTISPECIES: phosphoenolpyruvate synthase,K01007,Biosynthesis of secondary metabolites;Carbon metabolism;Glycolysis / Gluconeogenesis;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;Other carbon fixation pathways;Pyruvate metabolism,G: Carbohydrate transport and metabolism,1.28459577244427e-09,2.23058371188079
OG0000816,Halomonas,D55_vs_D0,1.57010232394461,1.28459577244427e-09,clpP,ATP-dependent Clp protease proteolytic subunit,K01358,Cell cycle - Caulobacter;Longevity regulating pathway - worm,O: Posttranslational modification;protein turnover;chaperones;U: Intracellular trafficking;secretion;and vesicular transport,1.28459577244427e-09,1.69456033132181
OG0001313,Halomonas,D55_vs_D0,1.82442679129883,1.30472585969245e-09,gene2923,DUF1285 domain-containing protein,K09986,,S: Function unknown,1.30472585969245e-09,1.82442679129883
OG0001052,Halomonas,D55_vs_D0,1.67029701427639,1.30472585969245e-09,addA,DNA helicase UvrD,K03657,Mismatch repair;Nucleotide excision repair,L: Replication;recombination and repair,1.30472585969245e-09,1.67029701427639
OG0000462,Sphingopyxis,D55_vs_D0,-1.42454440075452,1.31364957468524e-09,frmR,metal/formaldehyde-sensitive transcriptional repressor,K07807;K21600,,S: Function unknown,1.31364957468524e-09,1.42454440075452
OG0000836,Sphingopyxis,D55_vs_D0,1.01792138581424,1.31860551550856e-09,greA,MULTISPECIES: transcription elongation factor GreA,K03624,,K: Transcription,1.31860551550856e-09,1.01792138581424
OG0001566,Halomonas,D55_vs_D0,2.56532563555272,1.34807398052403e-09,deoD,MULTISPECIES: purine-nucleoside phosphorylase,K03784,Biosynthesis of secondary metabolites;Metabolic pathways;Nicotinate and nicotinamide metabolism;Nucleotide metabolism;Purine metabolism,F: Nucleotide transport and metabolism,1.34807398052403e-09,2.56532563555272
OG0002172,Sphingopyxis,D55_vs_B55,1.29797418717052,1.35708687481572e-09,catA,cation diffusion facilitator family transporter,,,P: Inorganic ion transport and metabolism,1.35708687481572e-09,1.29797418717052
OG0000745,Halomonas,D55_vs_D0,2.57467814753377,1.36448924733911e-09,sodB,MULTISPECIES: superoxide dismutase,K04564,Chemical carcinogenesis - reactive oxygen species;FoxO signaling pathway;Huntington disease;Lipid and atherosclerosis;Longevity regulating pathway;Longevity regulating pathway - multiple species;Longevity regulating pathway - worm;MAPK signaling pathway - fly;Peroxisome,P: Inorganic ion transport and metabolism,1.36448924733911e-09,2.58521611534377
OG0000647,Psychrobacter,D55_vs_D0,4.20208058569357,1.38270058494345e-09,hutH,histidine ammonia-lyase,K01745,Cornified envelope formation;Histidine metabolism;Metabolic pathways,E: Amino acid transport and metabolism,1.38270058494345e-09,4.20208058569357
OG0000120,Psychrobacter,D55_vs_D0,-2.6477849689753,1.38270058494345e-09,npd,MULTISPECIES: nitronate monooxygenase,K00459;K02371;K23948,Metabolic pathways;Nitrogen metabolism;Fatty acid biosynthesis;Fatty acid metabolism,S: Function unknown,1.38270058494345e-09,2.6477849689753
