orthofinder_orthogroup,strain,contrast,logFC,FDR,OG_gene_symbol,representative_product,ko_terms,pathway_names,cog_category_names,min_FDR,max_abs_logFC
OG0001176,Halomonas,D55_vs_D0,2.38641455436437,1.26199094116699e-10,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",K01845;K24866,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways;Microbial metabolism in diverse environments;Porphyrin metabolism,H: Coenzyme transport and metabolism,1.26199094116699e-10,2.38641455436437
OG0002157,Sphingopyxis,D55_vs_D0,1.72542214048044,1.26471245888031e-10,ybaN,hypothetical protein,K09790,,S: Function unknown,1.26471245888031e-10,1.72542214048044
OG0001167,Sphingopyxis,D55_vs_D0,-1.75056023887735,1.31726406078271e-10,ahcY,adenosylhomocysteinase,K01251,Cysteine and methionine metabolism;Metabolic pathways;One carbon pool by folate,H: Coenzyme transport and metabolism,1.31726406078271e-10,1.75056023887735
OG0000387,Halomonas,D55_vs_D0,3.04744854611942,1.34883373592871e-10,troC,zinc transporter,K19976;K02075;K11708;K11709,ABC transporters,P: Inorganic ion transport and metabolism,1.34883373592871e-10,3.04744854611942
OG0000567,Sphingopyxis,D55_vs_D0,1.80626865818406,1.40245087856482e-10,rdgB,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,K01519,Drug metabolism - other enzymes;Metabolic pathways;Nucleotide metabolism;Purine metabolism,F: Nucleotide transport and metabolism,1.40245087856482e-10,1.80626865818406
OG0000870,Sphingopyxis,D55_vs_D0,1.13014422737822,1.40853402876209e-10,nusG,MULTISPECIES: transcription termination/antitermination protein NusG,K02601,,K: Transcription,1.40853402876209e-10,1.56944656904533
OG0001125,Sphingopyxis,D55_vs_D0,-1.64339495873781,1.4102441561515e-10,ccpN,inosine-5-monophosphate dehydrogenase,,,S: Function unknown;K: Transcription,1.4102441561515e-10,2.63820775864111
OG0002222,Sphingopyxis,D55_vs_D0,-2.04641929412181,1.4102441561515e-10,acd,phosphotransferase family protein,,,S: Function unknown,1.4102441561515e-10,2.25085656743315
OG0000761,Sphingopyxis,D55_vs_D0,2.04832189376547,1.4102441561515e-10,rpsK,30S ribosomal protein S11,K02948,Ribosome,J: Translation;ribosomal structure and biogenesis,1.4102441561515e-10,2.04832189376547
OG0000733,Sphingopyxis,D55_vs_D0,1.28010154375595,1.4102441561515e-10,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,K00097,Biosynthesis of cofactors;Metabolic pathways;Vitamin B6 metabolism,H: Coenzyme transport and metabolism,1.4102441561515e-10,1.48527115491483
OG0000188,Sphingopyxis,D55_vs_D0,1.0835779787644,1.4102441561515e-10,dacC,D-alanyl-D-alanine carboxypeptidase family protein,K07258;K07262;K17836,Metabolic pathways;Peptidoglycan biosynthesis;Biosynthesis of secondary metabolites;Penicillin and cephalosporin biosynthesis;beta-Lactam resistance,M: Cell wall/membrane/envelope biogenesis;V: Defense mechanisms,1.4102441561515e-10,1.0835779787644
OG0000545,Sphingopyxis,D55_vs_D0,-1.19841421787235,1.41420346643036e-10,etk-wzc,sugar transporter,K16692;K16554,Two-component system;Biofilm formation - Vibrio cholerae,D: Cell cycle control;cell division;chromosome partitioning;M: Cell wall/membrane/envelope biogenesis,1.41420346643036e-10,1.19841421787235
OG0000428,Sphingopyxis,D55_vs_D0,1.6203373472434,1.42419914390408e-10,dapA,4-hydroxy-tetrahydrodipicolinate synthase,K01714,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Monobactam biosynthesis,E: Amino acid transport and metabolism;M: Cell wall/membrane/envelope biogenesis,1.42419914390408e-10,1.6203373472434
OG0001025,Halomonas,D55_vs_B55,1.95881147693373,1.48527689572793e-10,acoR,sigma-54-dependent Fis family transcriptional regulator,K21405,,K: Transcription;Q: Secondary metabolites biosynthesis;transport and catabolism;T: Signal transduction mechanisms,1.48527689572793e-10,1.95881147693373
OG0000945,Halomonas,D55_vs_B55,3.03949824835479,1.48805428389481e-10,sqr,MULTISPECIES: TIGR01244 family sulfur transferase,,,S: Function unknown,1.48805428389481e-10,3.03949824835479
OG0002238,Sphingopyxis,D55_vs_B55,1.41093035628326,1.60232155207817e-10,lys,saccharopine dehydrogenase NADP-binding domain-containing protein,,,S: Function unknown,1.60232155207817e-10,1.41599081181215
OG0000228,Halomonas,D55_vs_B55,2.50557806386761,1.6060832890394e-10,msrA,peptide-methionine (S)-S-oxide reductase,K07304,,O: Posttranslational modification;protein turnover;chaperones,1.6060832890394e-10,2.50557806386761
OG0001206,Sphingopyxis,D55_vs_D0,-1.48421960606025,1.64580715090322e-10,hppD,4-hydroxyphenylpyruvate dioxygenase,K00457,Biosynthesis of cofactors;Metabolic pathways;Phenylalanine metabolism;Tyrosine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis,E: Amino acid transport and metabolism,1.64580715090322e-10,2.87617525332787
OG0000839,Sphingopyxis,D55_vs_D0,1.77577196251789,1.64580715090322e-10,truB,tRNA pseudouridine(55) synthase TruB,K03177,,J: Translation;ribosomal structure and biogenesis,1.64580715090322e-10,1.77577196251789
OG0000201,Psychrobacter,D55_vs_B55,4.78156595293902,1.64898857706716e-10,fabG,SDR family oxidoreductase,K00059;K18337,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Biotin metabolism;Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways;Prodigiosin biosynthesis;Fructose and mannose metabolism;Microbial metabolism in diverse environments,I: Lipid transport and metabolism;Q: Secondary metabolites biosynthesis;transport and catabolism,1.64898857706716e-10,4.78156595293902
OG0000206,Psychrobacter,D55_vs_B55,2.06415497503351,1.64898857706716e-10,pobR,AraC family transcriptional regulator,K18954;K14063,,K: Transcription,1.64898857706716e-10,2.06415497503351
OG0001319,Sphingopyxis,D55_vs_D0,-1.39078849405579,1.6620710286609e-10,petC,MULTISPECIES: cytochrome c1,K00413,Alzheimer disease;Amyotrophic lateral sclerosis;Cardiac muscle contraction;Chemical carcinogenesis - reactive oxygen species;Diabetic cardiomyopathy;Huntington disease;Metabolic pathways;Non-alcoholic fatty liver disease;Oxidative phosphorylation;Parkinson disease;Pathways of neurodegeneration - multiple diseases;Prion disease;Thermogenesis;Two-component system,C: Energy production and conversion,1.6620710286609e-10,1.40750107750473
OG0001822,Sphingopyxis,D55_vs_D0,-1.81847352345282,1.7170859300378e-10,nnrS,MULTISPECIES: NnrS family protein,K07234,,P: Inorganic ion transport and metabolism,1.7170859300378e-10,4.9893944887535
OG0001486,Sphingopyxis,D55_vs_D0,3.08520125416563,1.78043773221e-10,gene1159,hypothetical protein,,,,1.78043773221e-10,3.08520125416563
OG0001314,Sphingopyxis,D55_vs_D0,1.26396483040649,1.78043773221e-10,tmk,dTMP kinase,K00943,Metabolic pathways;Nucleotide metabolism;Pyrimidine metabolism,F: Nucleotide transport and metabolism,1.78043773221e-10,1.26396483040649
OG0000072,Sphingopyxis,D55_vs_D0,2.49435666178337,1.89123193691922e-10,fhuE,TonB-dependent siderophore receptor,K02014;K16088;K16090,,P: Inorganic ion transport and metabolism;S: Function unknown,1.89123193691922e-10,2.49435666178337
OG0000091,Sphingopyxis,D55_vs_D0,-1.38167915938398,2.05017129914496e-10,betT,BCCT family transporter,K03451;K02168;K05020,,M: Cell wall/membrane/envelope biogenesis,2.05017129914496e-10,1.38167915938398
OG0001533,Sphingopyxis,D55_vs_D0,2.2475946251324,2.17950738994574e-10,vsr,very short patch repair endonuclease,K07458,,L: Replication;recombination and repair,2.17950738994574e-10,2.2475946251324
OG0001179,Halomonas,D55_vs_D0,-1.87239086939882,2.23710657866937e-10,nhaD,sodium:proton antiporter,,,P: Inorganic ion transport and metabolism,2.23710657866937e-10,1.87239086939882
OG0002346,Sphingopyxis,D55_vs_B55,1.6527991383259,2.28447971155941e-10,kdpE,response regulator transcription factor,K07667,Quorum sensing;Two-component system,T: Signal transduction mechanisms,2.28447971155941e-10,1.6527991383259
OG0001011,Sphingopyxis,D55_vs_D0,-1.77925516107401,2.32516943598807e-10,mucR,MucR family transcriptional regulator,K25884,,K: Transcription,2.32516943598807e-10,1.77925516107401
OG0000537,Sphingopyxis,D55_vs_D0,-2.48992027928017,2.33383966483332e-10,clpB,ATP-dependent chaperone ClpB,K03695,Longevity regulating pathway - multiple species,O: Posttranslational modification;protein turnover;chaperones,2.33383966483332e-10,2.5814422320146
OG0000315,Sphingopyxis,D55_vs_D0,1.18107600888202,2.33383966483332e-10,uvrD,UvrD-helicase domain-containing protein,K03657;K03656,Mismatch repair;Nucleotide excision repair,L: Replication;recombination and repair,2.33383966483332e-10,1.76218914058466
OG0000334,Sphingopyxis,D55_vs_D0,-1.20650445740498,2.33383966483332e-10,moxR,ATPase,K03924,,S: Function unknown,2.33383966483332e-10,1.20650445740498
OG0002234,Sphingopyxis,D55_vs_D0,-2.20615669974951,2.35778089649309e-10,gene1750,hypothetical protein,,,S: Function unknown,2.35778089649309e-10,2.20615669974951
OG0000582,Halomonas,D55_vs_D0,2.79548339132682,2.47656338308108e-10,grpE,MULTISPECIES: nucleotide exchange factor GrpE,K03687,,O: Posttranslational modification;protein turnover;chaperones,2.47656338308108e-10,2.79548339132682
OG0000160,Halomonas,D55_vs_D0,-2.39178474616781,2.56627582084326e-10,acs,MULTISPECIES: acetate--CoA ligase,K01908;K01895,Metabolic pathways;Propanoate metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Glycolysis / Gluconeogenesis;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Microbial metabolism in diverse environments;Other carbon fixation pathways;Pyruvate metabolism,I: Lipid transport and metabolism,2.56627582084326e-10,2.76695874232818
OG0000966,Halomonas,D55_vs_D0,2.23525768444148,2.56980523253446e-10,yadH,"ABC-type multidrug transport system, permease component",,,V: Defense mechanisms,2.56980523253446e-10,2.23525768444148
OG0001526,Sphingopyxis,D55_vs_D0,-1.36706408167328,2.64892701373396e-10,pop,S9 family peptidase,K01303,,E: Amino acid transport and metabolism;U: Intracellular trafficking;secretion;and vesicular transport,2.64892701373396e-10,1.36706408167328
OG0000909,Sphingopyxis,D55_vs_D0,2.04917456283155,2.6567357860223e-10,rplT,MULTISPECIES: 50S ribosomal protein L20,K02887,Ribosome,J: Translation;ribosomal structure and biogenesis,2.6567357860223e-10,2.04917456283155
OG0002338,Sphingopyxis,D55_vs_D0,-1.15051499453285,2.6567357860223e-10,hutG,N-formylglutamate deformylase,K01458,Glyoxylate and dicarboxylate metabolism;Histidine metabolism;Metabolic pathways,E: Amino acid transport and metabolism,2.6567357860223e-10,1.15051499453285
OG0002033,Sphingopyxis,D55_vs_B55,1.27357125329037,2.73875283032509e-10,linN,ABC-type transport auxiliary lipoprotein family protein,K09857;K18480,,S: Function unknown,2.73875283032509e-10,1.91748604423156
OG0000919,Halomonas,D55_vs_D0,3.20806577571773,2.82612517303229e-10,cynT,DUF1232 domain-containing protein,,,S: Function unknown,2.82612517303229e-10,3.20806577571773
OG0001063,Sphingopyxis,D55_vs_D0,3.62283169255329,2.82787315934183e-10,cynT,MULTISPECIES: carbonate dehydratase,K01673,Metabolic pathways;Nitrogen metabolism,P: Inorganic ion transport and metabolism,2.82787315934183e-10,3.62283169255329
OG0001949,Sphingopyxis,D55_vs_D0,-1.24731305285056,2.95202115470051e-10,astD,succinylglutamate-semialdehyde dehydrogenase,K06447,Arginine and proline metabolism;Metabolic pathways,C: Energy production and conversion,2.95202115470051e-10,1.56023493684667
OG0001431,Halomonas,D55_vs_D0,2.3019830378232,2.98316568069757e-10,frmB,MULTISPECIES: S-formylglutathione hydrolase,K01070,Carbon metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments,S: Function unknown,2.98316568069757e-10,2.3019830378232
OG0000972,Halomonas,D55_vs_D0,-2.15383818440034,2.98316568069757e-10,leuA,2-isopropylmalate synthase,K01649,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Pyruvate metabolism;Valine;leucine and isoleucine biosynthesis,E: Amino acid transport and metabolism,2.98316568069757e-10,2.15383818440034
OG0000701,Halomonas,D55_vs_B55,-2.21746563417267,3.0124827877568e-10,prsA,MULTISPECIES: ribose-phosphate pyrophosphokinase,K00948,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Pentose phosphate pathway;Purine metabolism,F: Nucleotide transport and metabolism;E: Amino acid transport and metabolism,3.0124827877568e-10,2.21746563417267
OG0000880,Halomonas,D55_vs_D0,-2.0919003168809,3.03055578244736e-10,adk,MULTISPECIES: adenylate kinase,K00939,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways;Nucleotide metabolism;Purine metabolism;Thiamine metabolism,F: Nucleotide transport and metabolism,3.03055578244736e-10,2.0919003168809
OG0000692,Sphingopyxis,D55_vs_B55,1.20567306157065,3.05602447754592e-10,sucA,2-oxoglutarate dehydrogenase E1 component,K00164,2-Oxocarboxylic acid metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Lipoic acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments,C: Energy production and conversion,3.05602447754592e-10,1.20567306157065
OG0002245,Sphingopyxis,D55_vs_D0,-1.75732291109413,3.07550717581215e-10,ybbJ,hypothetical protein,K07340,,O: Posttranslational modification;protein turnover;chaperones;U: Intracellular trafficking;secretion;and vesicular transport,3.07550717581215e-10,1.88956387640773
OG0000855,Sphingopyxis,D55_vs_D0,-1.1357327594441,3.07550717581215e-10,thyA,thymidylate synthase,K00560,Antifolate resistance;Folate transport and metabolism;Metabolic pathways;Nucleotide metabolism;One carbon pool by folate;Pyrimidine metabolism,F: Nucleotide transport and metabolism,3.07550717581215e-10,1.1357327594441
OG0002183,Psychrobacter,D55_vs_B55,2.96478356720879,3.34329965109075e-10,vdh,MULTISPECIES: aldehyde dehydrogenase family protein,K20199,Microbial metabolism in diverse environments;Toluene degradation,C: Energy production and conversion,3.34329965109075e-10,2.96478356720879
OG0001352,Sphingopyxis,D55_vs_D0,1.14197192380843,3.3657317249952e-10,hisZ,ATP phosphoribosyltransferase regulatory subunit,K02502,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Histidine metabolism;Metabolic pathways,E: Amino acid transport and metabolism,3.3657317249952e-10,1.46708108781002
OG0001704,Sphingopyxis,D55_vs_D0,-2.25292737780967,3.38518643631015e-10,hipA,type II toxin-antitoxin system HipA family toxin,K07154,,S: Function unknown,3.38518643631015e-10,2.25292737780967
OG0000587,Sphingopyxis,D55_vs_D0,1.29110407687238,3.38518643631015e-10,tpiA,MULTISPECIES: triose-phosphate isomerase,K01803,Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Carbon fixation by Calvin cycle;Carbon metabolism;Fructose and mannose metabolism;Glycolysis / Gluconeogenesis;Inositol phosphate metabolism;Metabolic pathways;Microbial metabolism in diverse environments,G: Carbohydrate transport and metabolism,3.38518643631015e-10,1.29110407687238
OG0000415,Sphingopyxis,D55_vs_D0,1.26564053079731,3.64873166911845e-10,mreB,MULTISPECIES: rod shape-determining protein,K03569,,D: Cell cycle control;cell division;chromosome partitioning,3.64873166911845e-10,1.26564053079731
OG0002309,Sphingopyxis,D55_vs_D0,-1.72426838982295,3.67522366166577e-10,iclR,helix-turn-helix domain-containing protein,,,K: Transcription,3.67522366166577e-10,1.72426838982295
OG0001306,Sphingopyxis,D55_vs_D0,-2.32622613450096,3.70942289133301e-10,metR,MULTISPECIES: LysR family transcriptional regulator,K03576,,K: Transcription,3.70942289133301e-10,2.32622613450096
OG0000851,Sphingopyxis,D55_vs_D0,1.37105321404634,3.70942289133301e-10,XCC0762,MULTISPECIES: metal-dependent hydrolase,K07038,,S: Function unknown,3.70942289133301e-10,1.37105321404634
OG0001186,Halomonas,D55_vs_D0,-4.94850893599573,3.77336111350595e-10,comEA,competence protein ComEA,K02237,,L: Replication;recombination and repair,3.77336111350595e-10,4.94850893599573
OG0001929,Halomonas,D55_vs_D0,-2.31456192688813,3.77336111350595e-10,oprO_P,MULTISPECIES: porin,K07221,,P: Inorganic ion transport and metabolism,3.77336111350595e-10,2.67203313540086
OG0002107,Halomonas,D55_vs_B55,6.15699931324241,3.95980600933265e-10,ABC.MS.P,"carbohydrate ABC transporter membrane protein 1, CUT1 family",K02025,,G: Carbohydrate transport and metabolism,3.95980600933265e-10,6.15699931324241
OG0001852,Sphingopyxis,D55_vs_D0,1.66179925514993,3.97095490796579e-10,UMF2,MFS transporter,K08219,,E: Amino acid transport and metabolism;G: Carbohydrate transport and metabolism;P: Inorganic ion transport and metabolism,3.97095490796579e-10,1.92953499235137
OG0001217,Sphingopyxis,D55_vs_D0,-1.34495440988804,3.97095490796579e-10,fabI,SDR family oxidoreductase,K00208,Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Biotin metabolism;Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways;Prodigiosin biosynthesis,I: Lipid transport and metabolism,3.97095490796579e-10,1.34495440988804
OG0000300,Halomonas,D55_vs_D0,2.6713430204585,4.00270477824934e-10,gene3412,MULTISPECIES: APC family permease,,,E: Amino acid transport and metabolism,4.00270477824934e-10,2.6713430204585
OG0000508,Sphingopyxis,D55_vs_D0,-1.30364786946085,4.03504098504431e-10,wcaJ,undecaprenyl-phosphate glucose phosphotransferase,,,M: Cell wall/membrane/envelope biogenesis,4.03504098504431e-10,1.30364786946085
OG0001544,Sphingopyxis,D55_vs_D0,-1.27959227145435,4.03504098504431e-10,pdhD,dihydrolipoyl dehydrogenase,K00382,2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Glycine;serine and threonine metabolism;Glycolysis / Gluconeogenesis;Glyoxylate and dicarboxylate metabolism;Lipoic acid metabolism;Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;One carbon pool by folate;Propanoate metabolism;Pyruvate metabolism;Tryptophan metabolism;Valine;leucine and isoleucine degradation,C: Energy production and conversion,4.03504098504431e-10,1.27959227145435
OG0001780,Sphingopyxis,D55_vs_D0,1.1812469908672,4.0508123226039e-10,fumA,MULTISPECIES: fumarate hydratase,K01676,Biosynthesis of secondary metabolites;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Pyruvate metabolism,C: Energy production and conversion,4.0508123226039e-10,1.1812469908672
OG0000431,Sphingopyxis,D55_vs_D0,-1.77872491708084,4.0740534122018e-10,fdwB,MULTISPECIES: NAD(P)H-dependent oxidoreductase subunit E,K03615;K22515;K00335,Carbon metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Methane metabolism;Microbial metabolism in diverse environments;Oxidative phosphorylation,C: Energy production and conversion,4.0740534122018e-10,1.88457190963395
OG0000544,Sphingopyxis,D55_vs_D0,1.34837791353702,4.16561555056039e-10,mnmE,MULTISPECIES: tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,K03650,,J: Translation;ribosomal structure and biogenesis;S: Function unknown,4.16561555056039e-10,1.34837791353702
OG0001412,Sphingopyxis,D55_vs_D0,1.30766213774969,4.3062501878234e-10,ccmB,heme exporter protein B,K02194,ABC transporters,O: Posttranslational modification;protein turnover;chaperones;U: Intracellular trafficking;secretion;and vesicular transport,4.3062501878234e-10,1.30766213774969
OG0002005,Halomonas,D55_vs_D0,-2.28372235711698,4.45354222465623e-10,flgF,MULTISPECIES: flagellar basal-body rod protein FlgF,K02391,Flagellar assembly,N: Cell motility,4.45354222465623e-10,2.28372235711698
OG0001020,Sphingopyxis,D55_vs_D0,1.19065871870309,4.51652297146428e-10,cusA,cation transporter,K07787,Two-component system,P: Inorganic ion transport and metabolism,4.51652297146428e-10,1.91188066692001
OG0001577,Psychrobacter,D55_vs_D0,4.25362773736866,4.71820811481429e-10,hutG,formimidoylglutamase,K01479,Histidine metabolism;Metabolic pathways,E: Amino acid transport and metabolism,4.71820811481429e-10,4.25362773736866
OG0000789,Sphingopyxis,D55_vs_D0,-1.16982018118336,4.74889003120912e-10,ftsA,MULTISPECIES: cell division protein FtsA,K03590,Cell cycle - Caulobacter,D: Cell cycle control;cell division;chromosome partitioning,4.74889003120912e-10,1.79423226646428
OG0000110,Halomonas,D55_vs_D0,-1.60763874633785,4.75730578282859e-10,ilvB,"acetolactate synthase, large subunit",K01652;K02551,2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Butanoate metabolism;C5-Branched dibasic acid metabolism;Metabolic pathways;Pantothenate and CoA biosynthesis;Valine;leucine and isoleucine biosynthesis;Biosynthesis of cofactors;Ubiquinone and other terpenoid-quinone biosynthesis,E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism,4.75730578282859e-10,1.60763874633785
OG0001658,Sphingopyxis,D55_vs_B55,1.8451408744003,4.92035687448129e-10,gene1507,DNA ligase-associated DEXH box helicase,K07577,,J: Translation;ribosomal structure and biogenesis,4.92035687448129e-10,1.88145876213503
OG0000366,Sphingopyxis,D55_vs_D0,1.51134028190014,4.96348523291417e-10,rsmB,ribosomal RNA small subunit methyltransferase B,K03500,,J: Translation;ribosomal structure and biogenesis,4.96348523291417e-10,1.51134028190014
OG0002192,Sphingopyxis,D55_vs_D0,-2.12757894933366,5.00333246773483e-10,nuoE,NAD(P)H-dependent oxidoreductase subunit E,K00334,Metabolic pathways;Oxidative phosphorylation,C: Energy production and conversion,5.00333246773483e-10,2.12757894933366
OG0000757,Sphingopyxis,D55_vs_B55,-1.67723494514437,5.10203960621515e-10,carA,MULTISPECIES: glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,K01956,Alanine;aspartate and glutamate metabolism;Arginine biosynthesis;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Metabolic pathways;Pyrimidine metabolism,F: Nucleotide transport and metabolism,5.10203960621515e-10,1.89743479934162
OG0000281,Sphingopyxis,D55_vs_D0,-1.69931980262218,5.122797884364101e-10,pcoB,MULTISPECIES: copper resistance protein B,K07233,,P: Inorganic ion transport and metabolism,5.122797884364101e-10,1.69931980262218
OG0001193,Sphingopyxis,D55_vs_D0,-1.48812355165859,5.13674814343025e-10,apaG,Co2+/Mg2+ efflux protein ApaG,K06195,,P: Inorganic ion transport and metabolism,5.13674814343025e-10,1.48812355165859
OG0000137,Sphingopyxis,D55_vs_D0,3.62330338638721,5.17499374511337e-10,trbD,MULTISPECIES: VirB3 family type IV secretion system protein,K20529,Quorum sensing,N: Cell motility;U: Intracellular trafficking;secretion;and vesicular transport,5.17499374511337e-10,3.62330338638721
OG0000458,Halomonas,D55_vs_D0,3.50521493206031,5.23693540170991e-10,xdhA,FAD binding domain-containing protein,K13481;K13483;K07302,Metabolic pathways;Microbial metabolism in diverse environments;Nucleotide metabolism;Purine metabolism,F: Nucleotide transport and metabolism;C: Energy production and conversion,5.23693540170991e-10,3.50521493206031
OG0002043,Sphingopyxis,D55_vs_D0,-2.25766068473834,5.36213152363183e-10,cobP,MULTISPECIES: bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,K02231,Biosynthesis of cofactors;Metabolic pathways;Porphyrin metabolism,H: Coenzyme transport and metabolism,5.36213152363183e-10,2.25766068473834
OG0001485,Sphingopyxis,D55_vs_D0,-1.74458648923766,5.61642137407835e-10,trkA,MULTISPECIES: potassium channel family protein,,,S: Function unknown;P: Inorganic ion transport and metabolism,5.61642137407835e-10,1.74458648923766
OG0001286,Sphingopyxis,D55_vs_B55,1.53865464791949,5.75907755412396e-10,phoA,DedA family protein,K03975,,S: Function unknown,5.75907755412396e-10,1.68546797649028
OG0002006,Halomonas,D55_vs_D0,-2.70451163842514,5.81488789997741e-10,flgD,MULTISPECIES: flagellar hook assembly protein FlgD,K02389,Flagellar assembly,N: Cell motility,5.81488789997741e-10,2.70451163842514
OG0002312,Sphingopyxis,D55_vs_D0,-1.40326512560163,5.88572116721142e-10,gene3459,hypothetical protein,,,,5.88572116721142e-10,1.40326512560163
OG0001012,Sphingopyxis,D55_vs_D0,-1.69581655859181,5.92055281775158e-10,bglX,MULTISPECIES: glycoside hydrolase family 3 protein,K05349,Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Degradation of flavonoids;Metabolic pathways;Starch and sucrose metabolism,G: Carbohydrate transport and metabolism,5.92055281775158e-10,1.69581655859181
OG0001080,Psychrobacter,D55_vs_D0,3.54701958079858,5.99224321849079e-10,hutI,imidazolonepropionase,K01468,Histidine metabolism;Metabolic pathways,Q: Secondary metabolites biosynthesis;transport and catabolism,5.99224321849079e-10,3.54701958079858
OG0000898,Psychrobacter,D55_vs_D0,2.81263250276022,5.99224321849079e-10,sucC,ADP-forming succinate--CoA ligase subunit beta,K01903,Biosynthesis of secondary metabolites;C5-Branched dibasic acid metabolism;Carbon metabolism;Citrate cycle (TCA cycle);Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Propanoate metabolism,C: Energy production and conversion;F: Nucleotide transport and metabolism,5.99224321849079e-10,2.81263250276022
OG0000527,Psychrobacter,D55_vs_D0,1.73458055684016,5.99224321849079e-10,ftsI,MULTISPECIES: penicillin-binding protein 2,K03587,Metabolic pathways;Peptidoglycan biosynthesis;beta-Lactam resistance,M: Cell wall/membrane/envelope biogenesis,5.99224321849079e-10,1.73458055684016
OG0000001,Psychrobacter,D55_vs_B55,2.37823414770239,6.26706130465678e-10,ofaB,MULTISPECIES: non-ribosomal peptide synthetase,K00655;K20034;K03367;K05939;K00666;K01897;K25775;K18688,Biosynthesis of secondary metabolites;Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Sulfur metabolism;Cationic antimicrobial peptide (CAMP) resistance;D-Amino acid metabolism;Staphylococcus aureus infection;Teichoic acid biosynthesis;Two-component system;Fatty acid degradation;Adipocytokine signaling pathway;Fatty acid biosynthesis;Fatty acid metabolism;Ferroptosis;PPAR signaling pathway;Peroxisome;Quorum sensing;Thermogenesis;Steroid degradation,I: Lipid transport and metabolism;Q: Secondary metabolites biosynthesis;transport and catabolism,6.26706130465678e-10,2.37823414770239
OG0000341,Halomonas,D55_vs_D0,2.19224351418245,6.28589314623777e-10,prx,MULTISPECIES: peroxiredoxin,K24158;K03386,Apoptosis - fly,O: Posttranslational modification;protein turnover;chaperones,6.28589314623777e-10,2.34314549620374
OG0001156,Sphingopyxis,D55_vs_D0,-1.08806539710003,6.31544747671835e-10,phhA,phenylalanine 4-monooxygenase,K00500,Biosynthesis of amino acids;Folate biosynthesis;Metabolic pathways;Phenylalanine metabolism;Phenylalanine;tyrosine and tryptophan biosynthesis,E: Amino acid transport and metabolism,6.31544747671835e-10,5.14107156551544
OG0002289,Sphingopyxis,D55_vs_D0,-1.408199990539,6.31544747671835e-10,gene0508,hypothetical protein,,,,6.31544747671835e-10,1.43710434307602
OG0000518,Sphingopyxis,D55_vs_B55,-1.22126879010408,6.37694409439549e-10,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,K02470,,L: Replication;recombination and repair,6.37694409439549e-10,1.95027051421409
OG0001496,Sphingopyxis,D55_vs_D0,-1.63377914942912,6.41599810940495e-10,gene4074,hypothetical protein,,,L: Replication;recombination and repair,6.41599810940495e-10,1.63377914942912
OG0001935,Halomonas,D55_vs_B55,2.09582808931189,6.42688137778828e-10,ynaI,MULTISPECIES: mechanosensitive ion channel family protein,,,M: Cell wall/membrane/envelope biogenesis,6.42688137778828e-10,2.09582808931189
